block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.198112,3.5,5.0,1,5.0
5.0,10.0,3.244079,3.5,5.0,1,5.0
10.0,15.0,3.032254,2.91875,5.0,2,5.0
15.0,20.0,3.293458,2.875,5.0,1,5.0
20.0,25.0,2.822908,2.875,5.0,1,5.0
25.0,30.0,2.901464,3.483125,5.0,2,5.0
30.0,35.0,3.226035,3.5,5.0,1,5.0
35.0,40.0,3.382526,3.3935,5.0,2,5.0
40.0,45.0,2.814961,3.375,5.0,1,5.0
45.0,50.0,3.434846,3.375,5.0,2,5.0
50.0,55.0,3.152387,3.375,5.0,1,5.0
55.0,60.0,2.935853,3.375,5.0,1,5.0
60.0,65.0,3.116524,3.354375,5.0,2,5.0
65.0,70.0,2.844266,3.25,5.0,1,5.0
70.0,75.0,3.446579,3.25,5.0,1,5.0
75.0,80.0,2.937877,2.918875,5.0,2,5.0
80.0,85.0,2.919067,2.817,5.0,2,5.0
85.0,90.0,3.020137,2.375,5.0,1,5.0
90.0,95.0,2.959142,2.375,5.0,1,5.0
95.0,100.0,2.985483,2.86,5.0,2,5.0
100.0,105.0,3.565993,3.375,5.0,1,5.0
105.0,110.0,3.104919,3.4555,5.0,2,5.0
110.0,115.0,2.632942,3.625,5.0,1,5.0
115.0,120.0,2.942686,2.917,5.0,2,5.0
120.0,125.0,2.947455,2.875,5.0,1,5.0
125.0,130.0,3.269621,2.9125,5.0,2,5.0
130.0,135.0,2.748351,3.125,5.0,1,5.0
135.0,140.0,3.364608,3.125,5.0,1,5.0
140.0,145.0,3.084714,3.00075,5.0,2,5.0
145.0,150.0,2.799732,3.265,5.0,2,5.0
150.0,155.0,3.042962,3.5,5.0,1,5.0
155.0,160.0,2.887408,3.5,5.0,1,5.0
160.0,165.0,3.194793,3.586,5.0,2,5.0
165.0,170.0,2.960169,3.625,5.0,2,5.0
170.0,175.0,3.025308,3.625,5.0,1,5.0
175.0,180.0,3.078657,3.25,5.0,2,5.0
180.0,185.0,3.297947,3.125,5.0,1,5.0
185.0,185.935,3.220419,3.125,0.935,1,5.0
