seconds,mos_pred_concat,mos_target_concat_durw
4.794937,4.131268,3.25
6.524812,4.162465,3.548263
16.114625,4.23064,4.263417
24.973063,4.242729,4.214317
29.907312,4.251733,4.240828
35.085375,4.208138,4.260629
39.61325,4.213998,4.245127
46.033563,4.239238,4.298108
47.542875,4.246121,4.312454
52.186875,4.249665,4.329143
57.910625,4.264112,4.308966
65.341,4.245701,4.174329
70.112688,4.23592,4.179479
79.1685,4.240187,4.173247
86.912375,4.245235,4.213498
96.676375,4.251565,4.22981
101.2275,4.247411,4.241957
106.150125,4.254265,4.20755
113.081312,4.258756,4.217813
118.398687,4.257537,4.219259
123.936625,4.252253,4.226218
132.23775,4.253278,4.227711
137.439,4.255921,4.238015
143.185937,4.263154,4.238496
145.914312,4.261437,4.234037
151.986312,4.261528,4.234675
159.289,4.261182,4.241108
167.183812,4.264697,4.241528
174.231062,4.260683,4.24187
178.666062,4.263407,4.242072
185.75975,4.264586,4.242375
