seconds,mos_pred_concat,mos_target_concat_durw
9.147687,2.975881,3.5
11.070438,3.110033,3.738815
21.915188,2.696385,3.620637
31.767563,3.107095,3.815827
37.481,3.083479,3.74863
44.082563,3.262138,3.748835
59.359563,3.167971,3.556112
64.324125,3.149007,3.609666
69.004375,3.185231,3.610706
75.327313,3.251256,3.685353
89.480125,3.100666,3.616495
96.383562,3.133527,3.679775
110.201313,3.091097,3.547521
114.945312,3.098589,3.576513
121.171875,3.11726,3.534042
126.287375,3.115618,3.578233
137.308437,3.131643,3.571954
143.596563,3.17082,3.60712
157.13025,3.208347,3.597893
163.77825,3.225102,3.644659
172.281062,3.205467,3.612842
174.203812,3.204008,3.626773
185.236562,3.196846,3.596887
