seconds,mos_pred_concat,mos_target_concat_durw
9.147687,2.975881,3.5
18.832687,2.985637,3.30715
29.677437,2.699382,3.377622
39.547437,2.717804,3.439361
45.260875,2.680354,3.431236
50.080875,2.720768,3.449885
65.357875,2.60367,3.344727
80.037875,2.638952,3.373206
84.718125,2.593609,3.387117
89.083125,2.607943,3.362023
103.235937,2.480311,3.346666
116.500937,2.481866,3.321427
130.318687,2.434299,3.247584
144.288687,2.453712,3.211511
150.51525,2.459228,3.192419
157.40525,2.462804,3.211354
168.426312,2.429816,3.230241
179.241312,2.456447,3.238976
192.775,2.417193,3.257301
