elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
5.713438,2.249756,3.375
14.21625,1.958114,3.150711
29.49325,2.156344,3.072645
37.213875,2.460257,3.34284
41.894125,2.423575,3.374362
52.915187,2.333786,3.400529
57.721687,2.50562,3.471265
66.185375,2.581983,3.570848
79.719062,2.483205,3.558821
84.525562,2.592052,3.598124
92.919562,2.678539,3.679596
103.764313,2.635638,3.660826
106.121125,2.667107,3.66003
112.347688,2.729252,3.609594
120.973875,2.781434,3.664173
130.795938,2.806783,3.755099
144.613687,2.744761,3.647119
149.071937,2.756554,3.676364
153.832,2.805275,3.697982
158.29025,2.814677,3.724092
167.437937,2.822233,3.711849
181.59075,2.751198,3.675853
