seconds,mos_pred_concat,mos_target_concat_durw
7.093687,3.181903,4.25
11.528688,3.628251,4.25
18.575938,3.446136,4.25
26.47075,3.335543,4.25
33.773438,3.384258,4.277028
39.845438,3.398442,4.272909
42.573813,3.451371,4.25542
48.32075,3.4119,4.254775
53.522,3.513165,4.278606
61.823125,3.499528,4.274765
67.361063,3.552302,4.283006
72.678438,3.562179,4.280591
79.609625,3.540332,4.288811
84.53225,3.502464,4.242875
89.083375,3.540833,4.256011
98.847375,3.50157,4.267765
106.59125,3.501472,4.293718
115.647062,3.489619,4.280506
120.41875,3.534188,4.279298
127.849125,3.546636,4.212212
133.572875,3.573975,4.208475
138.216875,3.587034,4.21827
139.726187,3.592154,4.224013
146.1465,3.624798,4.241629
150.674375,3.609364,4.238124
155.852437,3.580426,4.242672
160.786687,3.604131,4.246733
169.645125,3.650227,4.240376
179.234937,3.658796,4.267643
180.964812,3.656781,4.268669
185.75975,3.628277,4.242375
