elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.92275,4.444542,4.875
6.72925,4.328556,4.428581
16.581625,4.423397,4.322473
21.039875,4.380314,4.386577
27.641437,4.421591,4.234544
36.035438,4.404733,4.296379
41.0,4.439229,4.290763
50.822063,4.371151,4.403675
57.145,4.397648,4.414333
61.905062,4.375136,4.411308
68.8085,4.402768,4.420207
77.434687,4.337246,4.415171
82.178687,4.332525,4.405636
84.5355,4.320473,4.383872
89.651,4.328709,4.397631
97.371625,4.321669,4.395836
103.65975,4.321709,4.394572
112.123437,4.281891,4.383659
118.771437,4.290439,4.404165
123.577937,4.290117,4.398168
125.500687,4.292483,4.405474
129.958937,4.289999,4.413005
139.811312,4.303964,4.401518
148.205312,4.306527,4.407096
154.806875,4.317044,4.379075
164.628937,4.303318,4.408662
169.5935,4.314626,4.404018
174.353562,4.3089,4.403226
180.6765,4.319459,4.406612
