block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,4.561166,4.75,5.0,1,5.0
5.0,10.0,7.5,2.996038,3.074,5.0,2,5.0
10.0,15.0,12.5,2.226547,2.25,5.0,1,5.0
15.0,20.0,17.5,2.226547,2.25,5.0,1,5.0
20.0,25.0,22.5,4.210578,4.142047,5.0,2,5.0
25.0,30.0,27.5,2.79013,3.504969,5.0,2,5.0
30.0,35.0,32.5,1.823919,3.0,5.0,1,5.0
35.0,40.0,37.5,2.803687,3.579658,5.0,2,5.0
40.0,45.0,42.5,3.820399,4.291387,5.0,2,5.0
45.0,50.0,47.5,2.321918,3.625,5.0,1,5.0
50.0,55.0,52.5,2.321918,3.625,5.0,1,5.0
55.0,60.0,57.5,2.321918,3.625,5.0,1,5.0
60.0,65.0,62.5,3.670351,3.988484,5.0,2,5.0
65.0,70.0,67.5,3.130867,3.221741,5.0,2,5.0
70.0,75.0,72.5,2.254762,2.625,5.0,1,5.0
75.0,80.0,77.5,2.254762,2.625,5.0,1,5.0
80.0,85.0,82.5,3.174642,3.342656,5.0,2,5.0
85.0,90.0,87.5,4.654748,4.495875,5.0,2,5.0
90.0,95.0,92.5,3.030141,2.5,5.0,1,5.0
95.0,100.0,97.5,3.335848,4.0361,5.0,2,5.0
100.0,105.0,102.5,2.858226,3.744806,5.0,2,5.0
105.0,110.0,107.5,2.29612,3.0,5.0,1,5.0
110.0,115.0,112.5,2.29612,3.0,5.0,1,5.0
115.0,120.0,117.5,2.29612,3.0,5.0,1,5.0
120.0,125.0,122.5,3.340634,3.516781,5.0,2,5.0
125.0,130.0,127.5,4.239726,3.619231,5.0,2,5.0
130.0,135.0,132.5,3.426104,2.8195,5.0,2,5.0
135.0,140.0,137.5,3.287166,3.75,5.0,1,5.0
140.0,145.0,142.5,2.580284,3.188109,5.0,2,5.0
145.0,150.0,147.5,2.343634,3.0,5.0,1,5.0
150.0,155.0,152.5,2.569137,3.128953,5.0,2,5.0
155.0,160.0,157.5,4.529536,4.25,5.0,1,5.0
160.0,165.0,162.5,4.180842,3.968039,5.0,2,5.0
165.0,170.0,167.5,1.901598,2.125,5.0,1,5.0
170.0,175.0,172.5,1.901598,2.125,5.0,1,5.0
175.0,180.0,177.5,2.687525,2.905038,5.0,2,5.0
180.0,180.5045,180.25225,4.672359,4.875,0.5045,1,5.0
