elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.685,3.17373,3.125
14.4915,3.595594,3.498137
24.3615,3.438173,3.549535
28.81975,3.454868,3.715903
33.63975,3.476418,3.702878
42.03375,3.547581,3.862061
56.71375,3.391583,3.768344
66.535812,3.421878,3.931709
70.900812,3.411692,3.866653
75.660875,3.4604,3.898635
88.925875,3.414398,3.783232
97.552062,3.451474,3.83556
111.522062,3.414699,3.715234
113.878875,3.427443,3.713367
120.768875,3.390276,3.708325
128.4895,3.420498,3.748384
139.3045,3.429435,3.719396
147.768187,3.436574,3.749787
160.923187,3.397212,3.637403
165.729687,3.427619,3.655169
174.564687,3.416554,3.615683
179.022937,3.41978,3.640819
190.432937,3.416734,3.617402
