seconds,mos_pred_concat,mos_target_concat_durw
1.92275,4.488288,4.875
6.717687,4.216815,3.715111
16.570062,4.389247,4.03315
18.299937,4.376128,4.065465
24.9015,4.408173,3.981833
34.491312,4.369433,4.195411
39.455875,4.378386,4.202279
48.314312,4.355124,4.18811
54.63725,4.373924,4.224204
59.5715,4.361474,4.236694
66.474937,4.376922,4.264039
71.653,4.361965,4.272057
76.397,4.360171,4.270688
80.924875,4.357441,4.262536
86.040375,4.355042,4.284086
92.460687,4.354413,4.307759
98.748812,4.353091,4.312041
100.258125,4.353126,4.318634
106.906125,4.348682,4.345458
111.550125,4.349619,4.351892
113.472875,4.35241,4.360756
119.196625,4.350274,4.349435
129.049,4.360209,4.341844
136.479375,4.349904,4.275595
143.080937,4.35602,4.251345
147.852625,4.354567,4.251301
152.817187,4.359998,4.251259
161.873,4.351995,4.244195
168.195937,4.357813,4.253812
175.939812,4.354552,4.270149
182.84325,4.361824,4.278828
