elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.975881,3.5
23.3005,2.448167,3.348149
43.750687,2.570311,3.185415
57.568438,2.524943,3.050903
68.413188,2.550095,3.122093
87.173375,2.549511,3.230321
92.886813,2.553703,3.23922
104.267,2.508461,3.213111
110.437063,2.543698,3.17327
126.687188,2.539899,3.102943
132.91375,2.591104,3.086409
137.594,2.582295,3.104729
144.349063,2.62825,3.088129
157.579187,2.628725,3.08073
172.856187,2.617384,3.073595
187.101375,2.595319,3.001373
