elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.975881,3.5
13.942625,2.925641,3.414024
24.787375,2.822839,3.451639
26.51725,2.931324,3.511876
32.230687,2.872994,3.487612
41.8205,3.082235,3.777089
57.0975,2.92696,3.569171
65.955938,3.132837,3.643824
70.636188,3.079807,3.642576
75.570438,3.163059,3.690399
89.72325,2.996376,3.620931
94.901313,2.996364,3.662075
108.719063,2.915449,3.530267
113.246938,2.930443,3.554046
119.4735,2.967054,3.512141
125.893812,3.038677,3.568895
136.914875,2.980897,3.563349
138.424187,2.995785,3.576288
151.957875,2.938555,3.569493
156.601875,2.990215,3.597087
165.104688,2.942906,3.566338
170.828438,2.997508,3.585056
181.861187,2.97526,3.557147
