block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.576163,4.25,5.0,1,5.0
5.0,10.0,3.654057,4.25,5.0,2,5.0
10.0,15.0,4.007814,4.348392,5.0,2,5.0
15.0,20.0,3.797531,3.780394,5.0,2,5.0
20.0,25.0,4.270085,4.281903,5.0,2,5.0
25.0,30.0,4.187298,4.470889,5.0,2,5.0
30.0,35.0,3.681117,4.25,5.0,1,5.0
35.0,40.0,4.082687,3.133747,5.0,2,5.0
40.0,45.0,3.6821,3.757688,5.0,2,5.0
45.0,50.0,3.743801,4.433817,5.0,2,5.0
50.0,55.0,3.874044,4.359922,5.0,2,5.0
55.0,60.0,3.672334,4.293239,5.0,2,5.0
60.0,65.0,3.858394,4.375,5.0,1,5.0
65.0,70.0,4.301433,4.375,5.0,2,5.0
70.0,75.0,3.837201,4.253397,5.0,2,5.0
75.0,80.0,4.012169,4.32815,5.0,2,5.0
80.0,85.0,4.207342,4.397869,5.0,2,5.0
85.0,90.0,3.892882,4.170847,5.0,2,5.0
90.0,95.0,3.936531,4.309972,5.0,2,5.0
95.0,100.0,3.476002,4.375,5.0,1,5.0
100.0,105.0,3.603008,4.309128,5.0,2,5.0
105.0,110.0,3.704324,4.264691,5.0,2,5.0
110.0,115.0,3.609056,4.375,5.0,1,5.0
115.0,120.0,3.413444,3.635889,5.0,2,5.0
120.0,125.0,3.927775,3.999897,5.0,3,5.0
125.0,130.0,4.21602,4.255863,5.0,3,5.0
130.0,135.0,4.397829,4.181231,5.0,2,5.0
135.0,140.0,4.22504,4.378375,5.0,2,5.0
140.0,145.0,3.807826,4.75,5.0,1,5.0
145.0,150.0,3.823603,4.68907,5.0,2,5.0
150.0,155.0,3.840193,4.625,5.0,1,5.0
155.0,160.0,4.467504,4.505202,5.0,3,5.0
160.0,165.0,3.463468,4.25,5.0,1,5.0
165.0,170.0,3.85132,4.196138,5.0,2,5.0
170.0,175.0,4.363565,4.125,5.0,1,5.0
175.0,180.0,3.781481,4.125,5.0,2,5.0
180.0,185.0,3.480567,4.125,5.0,1,5.0
185.0,185.75975,3.480567,4.125,0.75975,1,5.0
