elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
10.84475,2.527821,3.5
21.865812,2.682743,3.5
30.3295,3.03047,3.709293
32.686312,3.098691,3.703216
41.834,3.084621,3.658779
57.111,3.027646,3.482558
70.644688,2.998909,3.485899
75.102937,3.079839,3.553519
79.863,3.15179,3.602481
85.576437,3.150307,3.587294
95.3985,3.243139,3.719874
100.205,3.281378,3.745302
108.831187,3.364008,3.795213
113.637687,3.392614,3.814449
118.317937,3.362036,3.806955
122.776187,3.398355,3.83666
129.00275,3.418753,3.78421
137.505562,3.359348,3.735718
151.323312,3.268068,3.634295
159.717312,3.321479,3.679793
167.437938,3.361911,3.711849
181.59075,3.278615,3.675853
