block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.351319,2.75,5.0,1,5.0
5.0,10.0,2.810101,2.75,5.0,1,5.0
10.0,15.0,2.95355,2.75,5.0,1,5.0
15.0,20.0,2.84719,2.781744,5.0,2,5.0
20.0,25.0,2.55284,3.0,5.0,1,5.0
25.0,30.0,2.978662,3.0,5.0,1,5.0
30.0,35.0,3.246665,2.986766,5.0,2,5.0
35.0,40.0,2.824154,2.75,5.0,1,5.0
40.0,45.0,2.78914,2.75,5.0,1,5.0
45.0,50.0,3.02157,2.829614,5.0,2,5.0
50.0,55.0,3.007996,2.875,5.0,1,5.0
55.0,60.0,3.407653,2.875,5.0,1,5.0
60.0,65.0,2.842969,2.875,5.0,1,5.0
65.0,70.0,2.69013,2.267578,5.0,2,5.0
70.0,75.0,2.872546,2.25,5.0,1,5.0
75.0,80.0,3.072464,2.393888,5.0,2,5.0
80.0,85.0,2.553239,3.0,5.0,1,5.0
85.0,90.0,3.001234,3.0,5.0,1,5.0
90.0,95.0,2.483536,3.572383,5.0,2,5.0
95.0,100.0,3.100243,3.625,5.0,1,5.0
100.0,105.0,3.039016,3.625,5.0,1,5.0
105.0,110.0,2.407019,3.461225,5.0,2,5.0
110.0,115.0,2.963238,2.625,5.0,1,5.0
115.0,120.0,2.997186,2.625,5.0,1,5.0
120.0,125.0,3.461447,2.625,5.0,1,5.0
125.0,130.0,2.944516,2.510781,5.0,2,5.0
130.0,135.0,3.248495,2.839869,5.0,2,5.0
135.0,140.0,3.39057,3.0,5.0,1,5.0
140.0,145.0,3.097802,3.0,5.0,1,5.0
145.0,150.0,2.795205,3.0,5.0,1,5.0
150.0,155.0,3.242263,2.852575,5.0,2,5.0
155.0,160.0,3.014657,2.809672,5.0,2,5.0
160.0,165.0,3.26022,3.0,5.0,1,5.0
165.0,170.0,3.041793,3.0,5.0,1,5.0
170.0,175.0,3.163688,2.48142,5.0,2,5.0
175.0,180.0,2.424886,2.125,5.0,1,5.0
180.0,185.0,2.440378,2.125,5.0,1,5.0
185.0,186.281875,2.761666,2.125,1.281875,1,5.0
