block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.932462,3.5,5.0,1,5.0
5.0,10.0,2.932462,3.5,5.0,1,5.0
10.0,15.0,2.704654,2.91875,5.0,2,5.0
15.0,20.0,2.687507,2.875,5.0,1,5.0
20.0,25.0,2.687507,2.875,5.0,1,5.0
25.0,30.0,3.030313,3.483125,5.0,2,5.0
30.0,35.0,3.039826,3.5,5.0,1,5.0
35.0,40.0,2.868466,3.3935,5.0,2,5.0
40.0,45.0,2.838699,3.375,5.0,1,5.0
45.0,50.0,2.894571,3.375,5.0,2,5.0
50.0,55.0,2.972685,3.375,5.0,1,5.0
55.0,60.0,2.972685,3.375,5.0,1,5.0
60.0,65.0,2.955725,3.354375,5.0,2,5.0
65.0,70.0,2.869895,3.25,5.0,1,5.0
70.0,75.0,2.869895,3.25,5.0,1,5.0
75.0,80.0,2.880222,2.918875,5.0,2,5.0
80.0,85.0,2.874662,2.817,5.0,2,5.0
85.0,90.0,2.821869,2.375,5.0,1,5.0
90.0,95.0,2.821869,2.375,5.0,1,5.0
95.0,100.0,3.003548,2.86,5.0,2,5.0
100.0,105.0,3.196465,3.375,5.0,1,5.0
105.0,110.0,3.072683,3.4555,5.0,2,5.0
110.0,115.0,2.812048,3.625,5.0,1,5.0
115.0,120.0,2.854229,2.917,5.0,2,5.0
120.0,125.0,2.856731,2.875,5.0,1,5.0
125.0,130.0,2.887338,2.9125,5.0,2,5.0
130.0,135.0,3.060779,3.125,5.0,1,5.0
135.0,140.0,3.060779,3.125,5.0,1,5.0
140.0,145.0,3.010774,3.00075,5.0,2,5.0
145.0,150.0,2.845821,3.265,5.0,2,5.0
150.0,155.0,2.776922,3.5,5.0,1,5.0
155.0,160.0,2.776922,3.5,5.0,1,5.0
160.0,165.0,3.017247,3.586,5.0,2,5.0
165.0,170.0,2.708696,3.625,5.0,2,5.0
170.0,175.0,2.549525,3.625,5.0,1,5.0
175.0,180.0,2.87033,3.25,5.0,2,5.0
180.0,185.0,2.977265,3.125,5.0,1,5.0
185.0,185.935,2.977265,3.125,0.935,1,5.0
