block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.820936,3.5,1.0,1,1.0
1.0,2.0,3.189259,3.5,1.0,1,1.0
2.0,3.0,2.312503,3.5,1.0,1,1.0
3.0,4.0,3.229581,3.5,1.0,1,1.0
4.0,5.0,2.840323,3.5,1.0,1,1.0
5.0,6.0,2.881757,3.5,1.0,1,1.0
6.0,7.0,2.635117,3.5,1.0,1,1.0
7.0,8.0,2.941526,3.5,1.0,1,1.0
8.0,9.0,2.903852,3.5,1.0,1,1.0
9.0,10.0,2.920223,3.5,1.0,1,1.0
10.0,11.0,2.324667,3.09375,1.0,2,1.0
11.0,12.0,2.66703,2.875,1.0,1,1.0
12.0,13.0,3.089275,2.875,1.0,1,1.0
13.0,14.0,2.493553,2.875,1.0,1,1.0
14.0,15.0,2.872456,2.875,1.0,1,1.0
15.0,16.0,2.927371,2.875,1.0,1,1.0
16.0,17.0,3.146664,2.875,1.0,1,1.0
17.0,18.0,2.850906,2.875,1.0,1,1.0
18.0,19.0,3.074363,2.875,1.0,1,1.0
19.0,20.0,2.872204,2.875,1.0,1,1.0
20.0,21.0,2.099579,2.875,1.0,1,1.0
21.0,22.0,2.605511,2.875,1.0,1,1.0
22.0,23.0,2.30829,2.875,1.0,1,1.0
23.0,24.0,2.788459,2.875,1.0,1,1.0
24.0,25.0,2.944941,2.875,1.0,1,1.0
25.0,26.0,2.853105,3.415625,1.0,2,1.0
26.0,27.0,2.924201,3.5,1.0,1,1.0
27.0,28.0,2.149103,3.5,1.0,1,1.0
28.0,29.0,2.62955,3.5,1.0,1,1.0
29.0,30.0,2.489465,3.5,1.0,1,1.0
30.0,31.0,2.64493,3.5,1.0,1,1.0
31.0,32.0,2.717387,3.5,1.0,1,1.0
32.0,33.0,2.67916,3.5,1.0,1,1.0
33.0,34.0,2.75619,3.5,1.0,1,1.0
34.0,35.0,2.92052,3.5,1.0,1,1.0
35.0,36.0,2.649466,3.4675,1.0,2,1.0
36.0,37.0,2.905404,3.375,1.0,1,1.0
37.0,38.0,2.944265,3.375,1.0,1,1.0
38.0,39.0,2.321919,3.375,1.0,1,1.0
39.0,40.0,3.035358,3.375,1.0,1,1.0
40.0,41.0,2.958071,3.375,1.0,1,1.0
41.0,42.0,2.666606,3.375,1.0,1,1.0
42.0,43.0,2.374336,3.375,1.0,1,1.0
43.0,44.0,2.432845,3.375,1.0,1,1.0
44.0,45.0,2.649319,3.375,1.0,1,1.0
45.0,46.0,3.080148,3.375,1.0,1,1.0
46.0,47.0,3.087073,3.375,1.0,1,1.0
47.0,48.0,2.957413,3.375,1.0,2,1.0
48.0,49.0,3.258703,3.375,1.0,1,1.0
49.0,50.0,2.527334,3.375,1.0,1,1.0
50.0,51.0,3.012872,3.375,1.0,1,1.0
51.0,52.0,2.788408,3.375,1.0,1,1.0
52.0,53.0,2.511225,3.375,1.0,1,1.0
53.0,54.0,3.043438,3.375,1.0,1,1.0
54.0,55.0,2.453804,3.375,1.0,1,1.0
55.0,56.0,2.635644,3.375,1.0,1,1.0
56.0,57.0,3.106019,3.375,1.0,1,1.0
57.0,58.0,2.594558,3.375,1.0,1,1.0
58.0,59.0,3.056938,3.375,1.0,1,1.0
59.0,60.0,3.090722,3.375,1.0,1,1.0
60.0,61.0,2.827499,3.375,1.0,1,1.0
61.0,62.0,3.051675,3.375,1.0,1,1.0
62.0,63.0,3.137951,3.375,1.0,1,1.0
63.0,64.0,3.215559,3.375,1.0,1,1.0
64.0,65.0,2.422428,3.271875,1.0,2,1.0
65.0,66.0,2.557233,3.25,1.0,1,1.0
66.0,67.0,3.173416,3.25,1.0,1,1.0
67.0,68.0,2.888943,3.25,1.0,1,1.0
68.0,69.0,2.829077,3.25,1.0,1,1.0
69.0,70.0,2.770797,3.25,1.0,1,1.0
70.0,71.0,3.026139,3.25,1.0,1,1.0
71.0,72.0,3.113575,3.25,1.0,1,1.0
72.0,73.0,2.559182,3.25,1.0,1,1.0
73.0,74.0,2.993693,3.25,1.0,1,1.0
74.0,75.0,3.423687,3.25,1.0,1,1.0
75.0,76.0,2.610765,3.094375,1.0,2,1.0
76.0,77.0,2.996716,2.875,1.0,1,1.0
77.0,78.0,2.483413,2.875,1.0,1,1.0
78.0,79.0,3.0706,2.875,1.0,1,1.0
79.0,80.0,2.691042,2.875,1.0,1,1.0
80.0,81.0,2.55478,2.875,1.0,1,1.0
81.0,82.0,2.5051,2.875,1.0,1,1.0
