elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.794937,4.133725,3.25
6.524812,4.150866,3.548263
16.114625,4.234465,4.263417
24.973063,4.280259,4.214317
29.907312,4.285941,4.240828
35.085375,4.258235,4.260629
39.61325,4.276461,4.245127
46.033563,4.313623,4.298108
47.542875,4.313446,4.312454
52.186875,4.333649,4.329143
57.910625,4.351029,4.308966
65.341,4.321487,4.174329
70.112688,4.317388,4.179479
79.1685,4.347314,4.173247
86.912375,4.350662,4.213498
96.676375,4.365301,4.22981
101.2275,4.361252,4.241957
106.150125,4.364861,4.20755
113.081312,4.372554,4.217813
118.398687,4.37299,4.219259
123.936625,4.360883,4.226218
132.23775,4.368077,4.227711
137.439,4.370291,4.238015
143.185937,4.382111,4.238496
145.914312,4.376915,4.234037
151.986312,4.379559,4.234675
159.289,4.375815,4.241108
167.183812,4.379361,4.241528
174.231062,4.372308,4.24187
178.666062,4.371866,4.242072
185.75975,4.372297,4.242375
