block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,4.403471,4.611502,20.0,5,20.0
20.0,40.0,4.574125,4.41533,20.0,4,20.0
40.0,60.0,4.594813,4.104859,20.0,4,20.0
60.0,80.0,4.404817,4.591604,20.0,5,20.0
80.0,100.0,4.5789,4.41533,20.0,4,20.0
100.0,120.0,4.588691,4.124758,20.0,4,20.0
120.0,140.0,4.406163,4.571705,20.0,5,20.0
140.0,160.0,4.583676,4.41533,20.0,4,20.0
160.0,180.0,4.58257,4.144656,20.0,4,20.0
180.0,180.0125,4.488288,4.875,0.0125,1,20.0
