seconds,mos_pred_concat,mos_target_concat_durw
7.71,3.927649,3.1
10.9,3.961412,2.990917
15.31,4.061462,3.116982
26.4,3.938338,3.003214
30.81,3.939435,3.102949
34.24,3.93869,3.059244
38.92,3.949801,3.082182
48.94,3.921399,2.894739
53.69,3.835119,2.896008
61.72,3.808,2.880626
66.59,3.769742,2.860103
71.88,3.728214,2.913329
78.7,3.695339,2.834181
85.58,3.659887,2.787218
91.04,3.593729,2.781987
94.59,3.579229,2.779446
104.5,3.552321,2.759719
111.12,3.582005,2.750204
113.86,3.575292,2.777272
120.36,3.545502,2.753297
130.98,3.520454,2.746273
134.28,3.507386,2.750274
140.78,3.511281,2.73662
147.71,3.473493,2.768525
157.36,3.542469,2.762279
166.94,3.467815,2.792317
172.14,3.400523,2.786972
183.6,3.473598,2.775301
