seconds,mos_pred_concat,mos_target_concat_durw
7.093687,4.301894,4.25
11.528688,4.354269,4.25
18.575938,4.34254,4.25
26.47075,4.390078,4.25
33.773438,4.378973,4.277028
39.845438,4.403185,4.272909
42.573813,4.380773,4.25542
48.32075,4.391328,4.254775
53.522,4.387937,4.278606
61.823125,4.373431,4.274765
67.361063,4.362462,4.283006
72.678438,4.382962,4.280591
79.609625,4.372617,4.288811
84.53225,4.337841,4.242875
89.083375,4.325145,4.256011
98.847375,4.334131,4.267765
106.59125,4.336409,4.293718
115.647062,4.343117,4.280506
120.41875,4.350634,4.279298
127.849125,4.3398,4.212212
133.572875,4.323895,4.208475
138.216875,4.328873,4.21827
139.726187,4.339643,4.224013
146.1465,4.335114,4.241629
150.674375,4.339204,4.238124
155.852437,4.34317,4.242672
160.786687,4.352242,4.246733
169.645125,4.34856,4.240376
179.234937,4.352476,4.267643
180.964812,4.344015,4.268669
185.75975,4.344658,4.242375
