seconds,mos_pred_concat,mos_target_concat_durw
10.18775,2.939314,2.625
24.210563,3.001646,2.842201
34.929375,2.476742,3.197496
47.051625,2.290179,3.017795
64.741125,2.239914,2.978778
75.773875,2.250876,3.000068
84.276688,2.224134,3.000062
97.810375,2.207607,3.069236
108.831438,2.207274,3.112859
115.058,2.227042,3.093222
128.87575,2.185812,3.04302
143.028563,2.092595,3.063501
147.708813,2.082096,3.081293
162.985813,2.080986,3.073673
168.69925,2.06279,3.083878
179.544,2.034873,3.109012
188.691688,2.041403,3.127967
