elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.852375,4.54515,4.25
18.687375,3.753729,3.599929
20.610125,3.822799,3.718882
33.765125,3.475752,3.195301
40.413125,3.6424,3.451051
51.228125,3.546532,3.434995
57.51625,3.633902,3.537764
64.40625,3.582032,3.547096
69.52175,3.648856,3.62641
83.49175,3.533684,3.500683
88.23575,3.58534,3.54097
101.50075,3.488778,3.486607
108.404187,3.569612,3.551142
112.769187,3.544188,3.524971
119.092125,3.597725,3.576738
133.772125,3.513032,3.568317
138.736687,3.559383,3.59271
143.556687,3.550055,3.593794
150.15825,3.597879,3.600662
160.02825,3.557817,3.602163
169.880625,3.615078,3.639735
179.565625,3.593386,3.611972
181.488375,3.602928,3.625353
