elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
7.093687,3.129203,4.25
11.528688,3.663592,4.25
18.575938,3.537384,4.25
26.47075,3.379019,4.25
33.773438,3.356487,4.277028
39.845438,3.324714,4.272909
42.573813,3.375061,4.25542
48.32075,3.357626,4.254775
53.522,3.47022,4.278606
61.823125,3.478949,4.274765
67.361063,3.551307,4.283006
72.678438,3.541215,4.280591
79.609625,3.516846,4.288811
84.53225,3.497369,4.242875
89.083375,3.539094,4.256011
98.847375,3.512077,4.267765
106.59125,3.520885,4.293718
115.647062,3.50831,4.280506
120.41875,3.544206,4.279298
127.849125,3.575273,4.212212
133.572875,3.619731,4.208475
138.216875,3.652082,4.21827
139.726187,3.661274,4.224013
146.1465,3.696287,4.241629
150.674375,3.678474,4.238124
155.852437,3.642908,4.242672
160.786687,3.664016,4.246733
169.645125,3.701947,4.240376
179.234937,3.699733,4.267643
180.964812,3.707933,4.268669
185.75975,3.68041,4.242375
