block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.129203,4.25,5.0,1,5.0
5.0,10.0,3.936654,4.25,5.0,2,5.0
10.0,15.0,3.693956,4.25,5.0,2,5.0
15.0,20.0,3.23849,4.25,5.0,2,5.0
20.0,25.0,3.006396,4.25,5.0,1,5.0
25.0,30.0,3.195861,4.338231,5.0,2,5.0
30.0,35.0,3.243703,4.344336,5.0,2,5.0
35.0,40.0,3.177732,4.242272,5.0,2,5.0
40.0,45.0,3.682421,4.121309,5.0,2,5.0
45.0,50.0,3.660968,4.333963,5.0,2,5.0
50.0,55.0,4.226256,4.4261,5.0,2,5.0
55.0,60.0,3.53523,4.25,5.0,1,5.0
60.0,65.0,4.058681,4.329422,5.0,2,5.0
65.0,70.0,3.859947,4.309027,5.0,2,5.0
70.0,75.0,3.34277,4.308039,5.0,2,5.0
75.0,80.0,3.25515,4.306684,5.0,2,5.0
80.0,85.0,3.288262,3.59355,5.0,2,5.0
85.0,90.0,4.121873,4.477084,5.0,2,5.0
90.0,95.0,3.265577,4.375,5.0,1,5.0
95.0,100.0,3.350349,4.432631,5.0,2,5.0
100.0,105.0,3.633314,4.625,5.0,1,5.0
105.0,110.0,3.447186,4.284125,5.0,2,5.0
110.0,115.0,3.3603,4.125,5.0,1,5.0
115.0,120.0,4.277805,4.233823,5.0,2,5.0
120.0,125.0,4.106841,3.219219,5.0,2,5.0
125.0,130.0,4.308476,3.555175,5.0,2,5.0
130.0,135.0,4.604163,4.232034,5.0,2,5.0
135.0,140.0,4.551757,4.582311,5.0,3,5.0
140.0,145.0,4.458282,4.625,5.0,1,5.0
145.0,150.0,3.414165,4.23965,5.0,2,5.0
150.0,155.0,2.67482,4.341281,5.0,2,5.0
155.0,160.0,4.037026,4.375,5.0,2,5.0
160.0,165.0,4.381024,4.164334,5.0,2,5.0
165.0,170.0,4.338614,4.169359,5.0,2,5.0
170.0,175.0,3.660577,4.75,5.0,1,5.0
175.0,180.0,3.797826,4.69262,5.0,2,5.0
180.0,185.0,3.011365,3.467083,5.0,2,5.0
185.0,185.75975,2.641672,3.25,0.75975,1,5.0
