block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,4.195697,4.25,1.0,1,1.0
1.0,2.0,3.991015,4.25,1.0,1,1.0
2.0,3.0,3.87069,4.25,1.0,1,1.0
3.0,4.0,4.17024,4.25,1.0,1,1.0
4.0,5.0,3.766051,4.25,1.0,2,1.0
5.0,6.0,3.363311,4.25,1.0,1,1.0
6.0,7.0,1.059304,4.25,1.0,1,1.0
7.0,8.0,1.058501,4.25,1.0,1,1.0
8.0,9.0,1.060652,4.25,1.0,1,1.0
9.0,10.0,3.928204,4.25,1.0,1,1.0
10.0,11.0,4.105898,4.25,1.0,1,1.0
11.0,12.0,3.857809,4.25,1.0,1,1.0
12.0,13.0,2.933322,4.25,1.0,1,1.0
13.0,14.0,4.099958,4.341227,1.0,2,1.0
14.0,15.0,4.164339,4.375,1.0,1,1.0
15.0,16.0,4.264486,4.375,1.0,1,1.0
16.0,17.0,4.285008,4.375,1.0,1,1.0
17.0,18.0,3.36292,4.375,1.0,1,1.0
18.0,19.0,1.05902,4.375,1.0,1,1.0
19.0,20.0,1.059755,4.375,1.0,1,1.0
20.0,21.0,1.831954,4.368109,1.0,2,1.0
21.0,22.0,3.785172,3.625,1.0,1,1.0
22.0,23.0,4.093868,3.625,1.0,1,1.0
23.0,24.0,4.461474,4.114281,1.0,2,1.0
24.0,25.0,2.826484,4.375,1.0,1,1.0
25.0,26.0,1.057677,4.375,1.0,1,1.0
26.0,27.0,1.057462,4.375,1.0,1,1.0
27.0,28.0,2.476724,4.375,1.0,1,1.0
28.0,29.0,3.944457,4.375,1.0,1,1.0
29.0,30.0,4.286388,4.375,1.0,1,1.0
30.0,31.0,3.908923,4.375,1.0,1,1.0
31.0,32.0,3.950416,4.375,1.0,2,1.0
32.0,33.0,4.064692,4.375,1.0,1,1.0
33.0,34.0,3.800417,4.375,1.0,1,1.0
34.0,35.0,3.898025,4.375,1.0,1,1.0
35.0,36.0,3.673136,4.375,1.0,1,1.0
36.0,37.0,3.387032,4.508062,1.0,2,1.0
37.0,38.0,2.779918,4.875,1.0,1,1.0
38.0,39.0,1.059914,4.875,1.0,1,1.0
39.0,40.0,1.055341,4.875,1.0,1,1.0
40.0,41.0,4.215551,4.875,1.0,1,1.0
41.0,42.0,4.12963,4.875,1.0,1,1.0
42.0,43.0,1.06078,4.875,1.0,1,1.0
