block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,4.54515,4.25,5.0,1,5.0
5.0,10.0,7.5,4.495726,4.209403,5.0,2,5.0
10.0,15.0,12.5,2.871174,2.875,5.0,1,5.0
15.0,20.0,17.5,3.297231,3.40005,5.0,2,5.0
20.0,25.0,22.5,3.12264,2.680063,5.0,2,5.0
25.0,30.0,27.5,2.932029,2.375,5.0,1,5.0
30.0,35.0,32.5,3.316514,2.961566,5.0,2,5.0
35.0,40.0,37.5,4.488804,4.75,5.0,1,5.0
40.0,45.0,42.5,3.295748,3.488609,5.0,2,5.0
45.0,50.0,47.5,3.188293,3.375,5.0,1,5.0
50.0,55.0,52.5,4.061406,4.129375,5.0,2,5.0
55.0,60.0,57.5,3.751248,4.002438,5.0,2,5.0
60.0,65.0,62.5,3.308292,3.74375,5.0,2,5.0
65.0,70.0,67.5,4.343892,4.457612,5.0,2,5.0
70.0,75.0,72.5,2.960532,2.875,5.0,1,5.0
75.0,80.0,77.5,2.960532,2.875,5.0,1,5.0
80.0,85.0,82.5,3.42324,3.289769,5.0,2,5.0
85.0,90.0,87.5,3.912962,3.853044,5.0,2,5.0
90.0,95.0,92.5,2.846467,3.125,5.0,1,5.0
95.0,100.0,97.5,2.846467,3.125,5.0,1,5.0
100.0,105.0,102.5,4.184329,4.087294,5.0,2,5.0
105.0,110.0,107.5,4.169153,3.981361,5.0,2,5.0
110.0,115.0,112.5,3.644391,3.600014,5.0,2,5.0
115.0,120.0,117.5,4.239044,4.318425,5.0,2,5.0
120.0,125.0,122.5,2.82596,3.5,5.0,1,5.0
125.0,130.0,127.5,2.82596,3.5,5.0,1,5.0
130.0,135.0,132.5,3.312778,3.684181,5.0,2,5.0
135.0,140.0,137.5,4.422564,4.092086,5.0,2,5.0
140.0,145.0,142.5,3.673076,3.661083,5.0,2,5.0
145.0,150.0,147.5,4.637864,3.75,5.0,1,5.0
150.0,155.0,152.5,3.001796,3.628956,5.0,2,5.0
155.0,160.0,157.5,2.948322,3.625,5.0,1,5.0
160.0,165.0,162.5,4.536128,4.246469,5.0,2,5.0
165.0,170.0,167.5,4.513342,4.223141,5.0,2,5.0
170.0,175.0,172.5,3.212887,3.125,5.0,1,5.0
175.0,180.0,177.5,3.324192,3.277031,5.0,2,5.0
180.0,181.488375,180.744188,4.494092,4.875,1.488375,1,5.0
