train_id,24
sys_a,057
sys_b,124
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/somos/training_files/split1/clean/test_mos_list.txt
wav_root,/net/db/somos/audios

utt,mos_target,path,dur_s
LJ018-0276_057.wav,3.75,/net/db/somos/audios/LJ018-0276_057.wav,6.61
LJ003-0304_124.wav,2.5,/net/db/somos/audios/LJ003-0304_124.wav,7.24
LJ019-0014_057.wav,3.272727272727273,/net/db/somos/audios/LJ019-0014_057.wav,5.92
LJ005-0036_124.wav,3.0,/net/db/somos/audios/LJ005-0036_124.wav,5.15
LJ026-0044_057.wav,2.909090909090909,/net/db/somos/audios/LJ026-0044_057.wav,7.53
LJ008-0284_124.wav,3.0,/net/db/somos/audios/LJ008-0284_124.wav,9.24
LJ028-0146_057.wav,3.6153846153846154,/net/db/somos/audios/LJ028-0146_057.wav,5.36
LJ010-0259_124.wav,2.1666666666666665,/net/db/somos/audios/LJ010-0259_124.wav,6.44
LJ039-0194_057.wav,3.5454545454545454,/net/db/somos/audios/LJ039-0194_057.wav,2.14
LJ044-0111_124.wav,2.5,/net/db/somos/audios/LJ044-0111_124.wav,5.5
LJ045-0118_057.wav,3.625,/net/db/somos/audios/LJ045-0118_057.wav,6.57
LJ045-0190_124.wav,3.3333333333333335,/net/db/somos/audios/LJ045-0190_124.wav,5.8
booksent_2012_0047_057.wav,3.076923076923077,/net/db/somos/audios/booksent_2012_0047_057.wav,3.55
booksent_2013_0073_124.wav,2.4545454545454546,/net/db/somos/audios/booksent_2013_0073_124.wav,9.72
booksent_2013_0049_057.wav,3.1,/net/db/somos/audios/booksent_2013_0049_057.wav,6.01
booksent_2013_0085_124.wav,2.5,/net/db/somos/audios/booksent_2013_0085_124.wav,6.5
conv_2007_0037_057.wav,3.75,/net/db/somos/audios/conv_2007_0037_057.wav,2.11
broadcast_2010_0004_124.wav,3.75,/net/db/somos/audios/broadcast_2010_0004_124.wav,1.44
conv_2007_0090_057.wav,3.4545454545454546,/net/db/somos/audios/conv_2007_0090_057.wav,6.52
broadcast_2010_0008_124.wav,1.875,/net/db/somos/audios/broadcast_2010_0008_124.wav,2.64
conv_2008_0039_057.wav,3.4285714285714284,/net/db/somos/audios/conv_2008_0039_057.wav,1.88
broadcast_2010_0022_124.wav,2.5833333333333335,/net/db/somos/audios/broadcast_2010_0022_124.wav,2.43
conv_2008_0060_057.wav,3.0,/net/db/somos/audios/conv_2008_0060_057.wav,3.87
broadcast_2010_0033_124.wav,2.6363636363636362,/net/db/somos/audios/broadcast_2010_0033_124.wav,2.8
conv_2008_0065_057.wav,2.625,/net/db/somos/audios/conv_2008_0065_057.wav,2.32
conv_2007_0013_124.wav,2.3333333333333335,/net/db/somos/audios/conv_2007_0013_124.wav,8.19
conv_2009_0002-1_057.wav,2.7,/net/db/somos/audios/conv_2009_0002-1_057.wav,4.98
conv_2007_0041_124.wav,3.076923076923077,/net/db/somos/audios/conv_2007_0041_124.wav,4.78
conv_2009_0004-2_057.wav,2.769230769230769,/net/db/somos/audios/conv_2009_0004-2_057.wav,6.02
conv_2007_0042_124.wav,3.272727272727273,/net/db/somos/audios/conv_2007_0042_124.wav,7.69
conv_2009_0014-1_057.wav,4.166666666666667,/net/db/somos/audios/conv_2009_0014-1_057.wav,2.6
conv_2007_0055_124.wav,3.4,/net/db/somos/audios/conv_2007_0055_124.wav,5.73
conv_2009_0014-3_057.wav,3.4166666666666665,/net/db/somos/audios/conv_2009_0014-3_057.wav,5.45
conv_2007_0089_124.wav,2.6,/net/db/somos/audios/conv_2007_0089_124.wav,1.49
conv_2009_0019-2_057.wav,3.727272727272727,/net/db/somos/audios/conv_2009_0019-2_057.wav,3.07
conv_2008_0043_124.wav,2.5,/net/db/somos/audios/conv_2008_0043_124.wav,3.54
conv_2009_0024-3_057.wav,3.9,/net/db/somos/audios/conv_2009_0024-3_057.wav,5.41
