block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,4.392436,4.875,1.0,1,1.0
1.0,2.0,4.057055,4.865344,1.0,2,1.0
2.0,3.0,4.410319,4.75,1.0,1,1.0
3.0,4.0,4.196002,4.75,1.0,1,1.0
4.0,5.0,4.317012,4.75,1.0,1,1.0
5.0,6.0,4.121836,4.75,1.0,1,1.0
6.0,7.0,4.335342,4.75,1.0,1,1.0
7.0,8.0,4.42095,4.75,1.0,1,1.0
8.0,9.0,3.649229,4.589031,1.0,2,1.0
9.0,10.0,4.224904,4.375,1.0,1,1.0
10.0,11.0,4.219389,4.375,1.0,1,1.0
11.0,12.0,3.759175,4.375,1.0,1,1.0
12.0,13.0,4.232056,4.375,1.0,1,1.0
13.0,14.0,4.40281,4.375,1.0,1,1.0
14.0,15.0,4.239651,4.410281,1.0,2,1.0
15.0,16.0,4.381996,4.625,1.0,1,1.0
16.0,17.0,4.076674,4.625,1.0,1,1.0
17.0,18.0,4.185999,4.625,1.0,1,1.0
18.0,19.0,4.052684,4.625,1.0,1,1.0
19.0,20.0,4.323488,4.615391,1.0,2,1.0
20.0,21.0,4.548382,4.25,1.0,1,1.0
21.0,22.0,4.188776,4.25,1.0,1,1.0
22.0,23.0,4.422039,4.25,1.0,1,1.0
23.0,24.0,4.192183,4.25,1.0,1,1.0
24.0,25.0,4.086899,4.320406,1.0,2,1.0
25.0,26.0,4.568648,4.5,1.0,1,1.0
26.0,27.0,4.627307,4.5,1.0,1,1.0
27.0,28.0,3.844593,4.5,1.0,1,1.0
28.0,29.0,4.679261,4.5,1.0,1,1.0
29.0,30.0,4.640527,4.5,1.0,1,1.0
30.0,31.0,4.64871,4.5,1.0,1,1.0
31.0,32.0,4.192837,4.5,1.0,2,1.0
32.0,33.0,4.239563,4.5,1.0,1,1.0
33.0,34.0,4.373508,4.5,1.0,1,1.0
34.0,35.0,3.816079,4.5,1.0,1,1.0
35.0,36.0,4.435059,4.5,1.0,1,1.0
36.0,37.0,3.853756,4.5,1.0,1,1.0
37.0,38.0,4.124555,4.486187,1.0,2,1.0
38.0,39.0,4.431185,4.25,1.0,1,1.0
39.0,40.0,4.595076,4.25,1.0,1,1.0
40.0,41.0,4.346074,4.25,1.0,1,1.0
41.0,42.0,4.31668,4.25,1.0,1,1.0
42.0,43.0,4.120548,4.204656,1.0,2,1.0
43.0,44.0,4.645408,3.75,1.0,1,1.0
44.0,45.0,4.21895,3.75,1.0,1,1.0
45.0,46.0,4.207674,3.75,1.0,1,1.0
46.0,47.0,4.557042,3.75,1.0,1,1.0
47.0,48.0,4.286698,3.75,1.0,1,1.0
48.0,49.0,4.403338,3.75,1.0,1,1.0
49.0,50.0,4.354248,3.994563,1.0,2,1.0
50.0,51.0,4.365656,4.25,1.0,1,1.0
51.0,52.0,4.229892,4.25,1.0,1,1.0
52.0,53.0,4.008087,4.25,1.0,1,1.0
53.0,54.0,4.225449,4.25,1.0,1,1.0
54.0,55.0,4.620054,4.25,1.0,1,1.0
55.0,56.0,4.350918,4.25,1.0,1,1.0
56.0,57.0,4.518189,4.25,1.0,1,1.0
57.0,58.0,4.339273,4.25,1.0,1,1.0
58.0,59.0,3.995807,4.25,1.0,1,1.0
59.0,60.0,4.405291,4.647969,1.0,2,1.0
60.0,61.0,4.410017,4.875,1.0,1,1.0
61.0,62.0,4.060011,4.78575,1.0,2,1.0
62.0,63.0,4.505345,4.75,1.0,1,1.0
63.0,64.0,4.275254,4.75,1.0,1,1.0
64.0,65.0,4.100504,4.75,1.0,1,1.0
65.0,66.0,4.283484,4.75,1.0,1,1.0
66.0,67.0,4.35836,4.75,1.0,1,1.0
67.0,68.0,3.800859,4.72525,1.0,2,1.0
68.0,69.0,4.017342,4.375,1.0,1,1.0
69.0,70.0,4.191646,4.375,1.0,1,1.0
70.0,71.0,4.060968,4.375,1.0,1,1.0
71.0,72.0,3.209958,4.375,1.0,1,1.0
72.0,73.0,4.615375,4.375,1.0,1,1.0
73.0,74.0,4.282549,4.375,1.0,1,1.0
74.0,75.0,4.223783,4.569469,1.0,2,1.0
75.0,76.0,4.366318,4.625,1.0,1,1.0
76.0,77.0,4.153141,4.625,1.0,1,1.0
77.0,78.0,4.204497,4.625,1.0,1,1.0
78.0,79.0,4.301577,4.625,1.0,1,1.0
79.0,80.0,4.331676,4.376609,1.0,2,1.0
80.0,81.0,4.190795,4.25,1.0,1,1.0
81.0,82.0,4.568969,4.25,1.0,1,1.0
82.0,83.0,4.206539,4.25,1.0,1,1.0
83.0,84.0,4.404534,4.25,1.0,1,1.0
84.0,85.0,4.577523,4.479594,1.0,2,1.0
85.0,86.0,4.282602,4.5,1.0,1,1.0
86.0,87.0,3.841997,4.5,1.0,1,1.0
87.0,88.0,4.239657,4.5,1.0,1,1.0
88.0,89.0,4.600321,4.5,1.0,1,1.0
