train_id,24
sys_a,sys6c11c
sys_b,sys83aed
target_seconds,180.0
block_seconds,20.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys6c11c-uttcfbeaa0.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-uttcfbeaa0.wav,9.1476875
sys83aed-utta133f0a.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-utta133f0a.wav,9.685
sys6c11c-utt430bc9d.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt430bc9d.wav,10.84475
sys83aed-utt99821b8.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt99821b8.wav,9.87
sys6c11c-uttaa6814e.wav,3.375,/net/db/BVCC/main/DATA/wav/sys6c11c-uttaa6814e.wav,5.7134375
sys83aed-utt17290c9.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt17290c9.wav,4.82
sys6c11c-utt9d6c3b4.wav,3.0,/net/db/BVCC/main/DATA/wav/sys6c11c-utt9d6c3b4.wav,15.277
sys83aed-uttc34d946.wav,3.5,/net/db/BVCC/main/DATA/wav/sys83aed-uttc34d946.wav,14.68
sys6c11c-utt13d6333.wav,3.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt13d6333.wav,4.68025
sys83aed-utt6edc479.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt6edc479.wav,4.365
sys6c11c-uttf771f0f.wav,3.25,/net/db/BVCC/main/DATA/wav/sys6c11c-uttf771f0f.wav,14.1528125
sys83aed-uttbe76fe6.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-uttbe76fe6.wav,13.265
sys6c11c-utt5a77f4e.wav,2.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt5a77f4e.wav,13.81775
sys83aed-utt63e152d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt63e152d.wav,13.97
sys6c11c-utt80628ff.wav,2.75,/net/db/BVCC/main/DATA/wav/sys6c11c-utt80628ff.wav,6.2265625
sys83aed-utt94f44ab.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt94f44ab.wav,6.89
sys6c11c-utt0d6c813.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt0d6c813.wav,11.0210625
sys83aed-utt1e7f9e1.wav,3.375,/net/db/BVCC/main/DATA/wav/sys83aed-utt1e7f9e1.wav,10.815
sys6c11c-utt418e043.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt418e043.wav,13.5336875
