train_id,24
sys_a,sys78aec
sys_b,sysd81da
target_seconds,180.0
block_seconds,20.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys78aec-uttf30188b.wav,3.25,/net/db/BVCC/main/DATA/wav/sys78aec-uttf30188b.wav,4.7949375
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys78aec-utt151ad99.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt151ad99.wav,1.729875
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys78aec-utt53b5eb6.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utt53b5eb6.wav,9.5898125
sysd81da-utteb5a917.wav,4.5,/net/db/BVCC/main/DATA/wav/sysd81da-utteb5a917.wav,8.394
sys78aec-uttcf77e64.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttcf77e64.wav,8.8584375
sysd81da-utte081992.wav,4.875,/net/db/BVCC/main/DATA/wav/sysd81da-utte081992.wav,9.8220625
sys78aec-utt60aacbe.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt60aacbe.wav,4.93425
sysd81da-utt59ce229.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt59ce229.wav,4.7600625
sys78aec-utt801cd92.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt801cd92.wav,5.1780625
sysd81da-uttbfc74b2.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-uttbfc74b2.wav,8.6261875
sys78aec-utt6ad1fc7.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-utt6ad1fc7.wav,4.527875
sysd81da-utt9308033.wav,3.625,/net/db/BVCC/main/DATA/wav/sysd81da-utt9308033.wav,2.3568125
sys78aec-uttb5d570a.wav,4.625,/net/db/BVCC/main/DATA/wav/sys78aec-uttb5d570a.wav,6.4203125
sysd81da-utt02a327f.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt02a327f.wav,7.720625
sys78aec-utte8c4dbe.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utte8c4dbe.wav,1.5093125
sysd81da-utt95fb138.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-utt95fb138.wav,8.4636875
sys78aec-uttf5a7b89.wav,4.5,/net/db/BVCC/main/DATA/wav/sys78aec-uttf5a7b89.wav,4.644
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys78aec-uttf215489.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttf215489.wav,5.72375
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys78aec-uttbdcf705.wav,3.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttbdcf705.wav,7.430375
sysd81da-utteb5a917.wav,4.5,/net/db/BVCC/main/DATA/wav/sysd81da-utteb5a917.wav,8.394
sys78aec-uttf987a47.wav,4.25,/net/db/BVCC/main/DATA/wav/sys78aec-uttf987a47.wav,4.7716875
sysd81da-utte081992.wav,4.875,/net/db/BVCC/main/DATA/wav/sysd81da-utte081992.wav,9.8220625
sys78aec-uttc0e1f06.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttc0e1f06.wav,9.0558125
sysd81da-utt59ce229.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt59ce229.wav,4.7600625
sys78aec-utt950543f.wav,4.625,/net/db/BVCC/main/DATA/wav/sys78aec-utt950543f.wav,7.743875
sysd81da-uttbfc74b2.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-uttbfc74b2.wav,8.6261875
