seconds,mos_pred_concat,mos_target_concat_durw
1.92275,4.444542,4.875
6.717687,4.263244,3.715111
16.570062,4.416533,4.03315
18.299937,4.35218,4.065465
24.9015,4.42839,3.981833
34.491312,4.299038,4.195411
39.455875,4.312907,4.202279
48.314312,4.327765,4.18811
54.63725,4.332579,4.224204
59.5715,4.323222,4.236694
66.474937,4.360966,4.264039
71.653,4.354,4.272057
76.397,4.334614,4.270688
80.924875,4.315252,4.262536
86.040375,4.315755,4.284086
92.460687,4.31139,4.307759
98.748812,4.263487,4.312041
100.258125,4.270444,4.318634
106.906125,4.277323,4.345458
111.550125,4.288138,4.351892
113.472875,4.292102,4.360756
119.196625,4.293171,4.349435
129.049,4.296032,4.341844
136.479375,4.30084,4.275595
143.080937,4.306324,4.251345
147.852625,4.307335,4.251301
152.817187,4.312712,4.251259
161.873,4.31638,4.244195
168.195937,4.322556,4.253812
175.939812,4.318946,4.270149
182.84325,4.326522,4.278828
