elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.903437,4.780828,4.5
14.647312,4.176287,4.566086
20.97025,3.949968,4.54616
30.026063,3.810162,4.419139
34.990625,3.953056,4.395141
39.762313,4.019246,4.377723
46.363875,3.937806,4.288344
53.79425,3.94332,4.127656
63.646625,4.020336,4.146595
69.370375,4.065898,4.144813
71.293125,4.080448,4.164506
75.937125,4.117151,4.185023
82.585125,4.140556,4.230503
84.094437,4.144249,4.239827
90.382562,4.16268,4.249231
96.802875,4.176528,4.274154
101.918375,4.193209,4.291764
106.44625,4.155575,4.28467
111.19025,4.167722,4.283191
116.368312,4.116821,4.287276
123.27175,4.154007,4.299189
128.206,4.161737,4.302107
134.528937,4.127142,4.311408
143.387375,4.147695,4.299892
148.351937,4.170103,4.298222
157.94175,4.146834,4.325653
164.543312,4.118767,4.302557
166.273187,4.122586,4.303311
176.125562,4.140389,4.300329
180.9205,4.105489,4.272492
182.84325,4.110745,4.278828
