block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.817509,3.5,1.0,1,1.0
1.0,2.0,2.817509,3.5,1.0,1,1.0
2.0,3.0,2.817509,3.5,1.0,1,1.0
3.0,4.0,2.817509,3.5,1.0,1,1.0
4.0,5.0,2.817509,3.5,1.0,1,1.0
5.0,6.0,2.817509,3.5,1.0,1,1.0
6.0,7.0,2.817509,3.5,1.0,1,1.0
7.0,8.0,2.817509,3.5,1.0,1,1.0
8.0,9.0,2.817509,3.5,1.0,1,1.0
9.0,10.0,2.817509,3.5,1.0,1,1.0
10.0,11.0,2.817509,3.5,1.0,1,1.0
11.0,12.0,2.817509,3.5,1.0,1,1.0
12.0,13.0,2.817509,3.5,1.0,1,1.0
13.0,14.0,2.817509,3.5,1.0,1,1.0
14.0,15.0,2.918052,3.54,1.0,2,1.0
15.0,16.0,3.131707,3.625,1.0,1,1.0
16.0,17.0,3.131707,3.625,1.0,1,1.0
17.0,18.0,3.131707,3.625,1.0,1,1.0
18.0,19.0,3.131707,3.625,1.0,1,1.0
19.0,20.0,3.131707,3.625,1.0,1,1.0
20.0,21.0,3.131707,3.625,1.0,1,1.0
21.0,22.0,3.047077,3.0875,1.0,2,1.0
22.0,23.0,2.934894,2.375,1.0,1,1.0
23.0,24.0,2.934894,2.375,1.0,1,1.0
24.0,25.0,2.934894,2.375,1.0,1,1.0
25.0,26.0,2.934894,2.375,1.0,1,1.0
26.0,27.0,2.934894,2.375,1.0,1,1.0
27.0,28.0,2.934894,2.375,1.0,1,1.0
28.0,29.0,2.934894,2.375,1.0,1,1.0
29.0,30.0,2.934894,2.375,1.0,1,1.0
30.0,31.0,2.934894,2.375,1.0,1,1.0
31.0,32.0,2.934894,2.375,1.0,1,1.0
32.0,33.0,2.934894,2.375,1.0,1,1.0
33.0,34.0,2.934894,2.375,1.0,1,1.0
34.0,35.0,3.070623,2.65,1.0,2,1.0
35.0,36.0,3.428453,3.375,1.0,1,1.0
36.0,37.0,3.428453,3.375,1.0,1,1.0
37.0,38.0,3.428453,3.375,1.0,1,1.0
38.0,39.0,3.428453,3.375,1.0,1,1.0
39.0,40.0,3.428453,3.375,1.0,1,1.0
40.0,41.0,3.428453,3.375,1.0,1,1.0
41.0,42.0,3.428453,3.375,1.0,1,1.0
42.0,43.0,3.428453,3.375,1.0,1,1.0
43.0,44.0,3.428453,3.375,1.0,1,1.0
44.0,45.0,3.428453,3.375,1.0,1,1.0
45.0,46.0,3.362221,3.26,1.0,2,1.0
46.0,47.0,3.28447,3.125,1.0,1,1.0
47.0,48.0,3.28447,3.125,1.0,1,1.0
48.0,49.0,3.28447,3.125,1.0,1,1.0
49.0,50.0,3.28447,3.125,1.0,1,1.0
50.0,51.0,3.28447,3.125,1.0,1,1.0
51.0,52.0,3.28447,3.125,1.0,1,1.0
52.0,53.0,3.28447,3.125,1.0,1,1.0
53.0,54.0,3.28447,3.125,1.0,1,1.0
54.0,55.0,3.28447,3.125,1.0,1,1.0
55.0,56.0,3.2833,3.415625,1.0,2,1.0
56.0,57.0,3.28296,3.5,1.0,1,1.0
57.0,58.0,3.28296,3.5,1.0,1,1.0
58.0,59.0,3.28296,3.5,1.0,1,1.0
59.0,60.0,3.28296,3.5,1.0,1,1.0
60.0,61.0,3.28296,3.5,1.0,1,1.0
61.0,62.0,3.28296,3.5,1.0,1,1.0
62.0,63.0,3.28296,3.5,1.0,1,1.0
63.0,64.0,3.28296,3.5,1.0,1,1.0
64.0,65.0,3.28296,3.5,1.0,1,1.0
65.0,66.0,3.266252,3.47875,1.0,2,1.0
66.0,67.0,3.18468,3.375,1.0,1,1.0
