seconds,mos_pred_concat,mos_target_concat_durw
4.794937,4.278062,3.25
6.524812,4.341373,3.548263
16.114625,4.304955,4.263417
24.973063,4.332105,4.214317
29.907312,4.334713,4.240828
35.085375,4.33095,4.260629
39.61325,4.336319,4.245127
46.033563,4.343339,4.298108
47.542875,4.339752,4.312454
52.186875,4.345462,4.329143
57.910625,4.355039,4.308966
65.341,4.333224,4.174329
70.112688,4.336233,4.179479
79.1685,4.330088,4.173247
86.912375,4.331358,4.213498
96.676375,4.338512,4.22981
101.2275,4.328767,4.241957
106.150125,4.327213,4.20755
113.081312,4.32833,4.217813
118.398687,4.328908,4.219259
123.936625,4.325459,4.226218
132.23775,4.326664,4.227711
137.439,4.329635,4.238015
143.185937,4.341445,4.238496
145.914312,4.33636,4.234037
151.986312,4.336494,4.234675
159.289,4.330372,4.241108
167.183812,4.329186,4.241528
174.231062,4.326566,4.24187
178.666062,4.329292,4.242072
185.75975,4.330693,4.242375
