elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
13.155,2.958213,2.375
17.975,3.119602,2.710188
24.865,3.234616,2.963679
29.32325,3.412815,3.216263
39.145313,3.70998,3.632461
47.7715,3.796341,3.766543
59.1815,3.696899,3.666955
68.8665,3.637917,3.590738
76.587125,3.710049,3.669798
85.050813,3.740559,3.727536
93.885813,3.684778,3.647309
98.645875,3.706569,3.682423
112.615875,3.642,3.582262
116.980875,3.615961,3.555872
121.439125,3.64499,3.595121
126.245625,3.673945,3.620054
131.052125,3.700776,3.643158
133.408938,3.704986,3.642837
143.278938,3.658538,3.641609
151.672938,3.701383,3.689114
162.487938,3.687235,3.668207
177.167938,3.637511,3.65427
190.432938,3.605359,3.617402
