block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.274878,3.296139,5.0,2,5.0
5.0,10.0,3.934048,4.635639,5.0,2,5.0
10.0,15.0,3.761591,4.75,5.0,1,5.0
15.0,20.0,4.299204,4.264328,5.0,2,5.0
20.0,25.0,4.452941,4.126347,5.0,2,5.0
25.0,30.0,4.339529,4.375,5.0,2,5.0
30.0,35.0,3.142763,4.375,5.0,1,5.0
35.0,40.0,3.587096,4.167944,5.0,3,5.0
40.0,45.0,4.641069,4.625,5.0,1,5.0
45.0,50.0,4.340306,4.601305,5.0,3,5.0
50.0,55.0,4.451768,4.289016,5.0,2,5.0
55.0,60.0,4.307126,3.707125,5.0,2,5.0
60.0,65.0,4.0332,3.125,5.0,1,5.0
65.0,70.0,4.390979,4.173275,5.0,2,5.0
70.0,75.0,3.393614,4.127817,5.0,2,5.0
75.0,80.0,3.445314,4.20815,5.0,2,5.0
80.0,85.0,3.822808,4.625,5.0,1,5.0
85.0,90.0,3.512442,4.470619,5.0,2,5.0
90.0,95.0,3.320211,4.375,5.0,1,5.0
95.0,100.0,4.034939,4.458091,5.0,2,5.0
100.0,105.0,3.694447,3.7455,5.0,2,5.0
105.0,110.0,3.654498,4.173728,5.0,2,5.0
110.0,115.0,3.607294,4.327033,5.0,2,5.0
115.0,120.0,3.687857,4.290033,5.0,2,5.0
120.0,125.0,4.104843,4.348416,5.0,2,5.0
125.0,130.0,3.710671,4.25,5.0,1,5.0
130.0,135.0,4.030715,4.388113,5.0,2,5.0
135.0,140.0,3.864192,4.37195,5.0,2,5.0
140.0,145.0,3.701355,4.159297,5.0,2,5.0
145.0,150.0,3.575903,4.204284,5.0,2,5.0
150.0,155.0,3.532954,4.325342,5.0,2,5.0
155.0,160.0,3.531696,4.357225,5.0,2,5.0
160.0,165.0,3.20404,4.25,5.0,1,5.0
165.0,170.0,3.473884,4.25,5.0,2,5.0
170.0,175.0,3.780011,4.25,5.0,2,5.0
175.0,180.0,4.124367,4.25,5.0,2,5.0
180.0,185.0,3.605754,4.25,5.0,1,5.0
185.0,185.75975,3.605754,4.25,0.75975,1,5.0
