seconds,mos_pred_concat,mos_target_concat_durw
8.858438,4.461306,4.125
10.588313,4.462564,4.165844
15.522562,4.457944,4.23233
29.76775,3.600715,3.223879
42.997875,3.371737,3.154993
49.752938,3.325284,3.100006
56.17325,3.430919,3.274305
72.423375,3.320729,3.128616
77.067375,3.393811,3.211254
83.237438,3.390842,3.158532
101.562625,3.323178,3.107374
112.942813,3.287512,3.096555
117.73775,3.288723,3.102804
131.637875,3.262369,3.012753
133.147188,3.259732,3.032446
137.675062,3.294491,3.068378
156.43525,3.27872,3.13513
161.613313,3.285225,3.174855
171.203125,3.365896,3.263086
191.653312,3.360664,3.235013
