seconds,mos_pred_concat,mos_target_concat_durw
4.527875,4.509788,4.125
9.299563,4.579678,4.189139
18.889375,4.534945,4.473878
20.61925,4.540129,4.465583
28.363125,4.564191,4.509108
33.297375,4.518991,4.489235
37.755625,4.544779,4.505266
46.149625,4.526518,4.504308
51.327688,4.450926,4.491263
56.08775,4.400969,4.481396
58.444563,4.388927,4.446862
68.266625,4.379547,4.508461
73.073125,4.373655,4.491461
77.879625,4.375802,4.476558
86.505813,4.386326,4.466431
91.265875,4.337553,4.461662
96.989625,4.364859,4.441795
105.453313,4.334069,4.426401
113.173938,4.332625,4.422895
121.567938,4.329116,4.428219
126.211938,4.333451,4.43086
135.070375,4.344913,4.4108
139.528625,4.34256,4.417645
145.948937,4.333991,4.426766
155.771,4.342636,4.455029
157.280312,4.337772,4.45786
162.07525,4.327847,4.422126
171.131062,4.328209,4.406403
178.561437,4.291041,4.35308
187.187625,4.300139,4.354091
