block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.949745,3.0,1.0,1,1.0
1.0,2.0,3.011275,3.0,1.0,1,1.0
2.0,3.0,2.455449,3.0,1.0,1,1.0
3.0,4.0,1.093215,3.0,1.0,1,1.0
4.0,5.0,1.094555,3.0,1.0,1,1.0
5.0,6.0,1.093762,3.0,1.0,1,1.0
6.0,7.0,1.872902,3.0,1.0,1,1.0
7.0,8.0,2.815766,3.0,1.0,1,1.0
8.0,9.0,2.886895,3.0,1.0,1,1.0
9.0,10.0,2.876253,3.0,1.0,1,1.0
10.0,11.0,2.784674,3.0,1.0,1,1.0
11.0,12.0,2.70975,3.0,1.0,1,1.0
12.0,13.0,1.093781,3.0,1.0,1,1.0
13.0,14.0,1.094624,3.0,1.0,1,1.0
14.0,15.0,1.092995,3.0,1.0,1,1.0
15.0,16.0,1.08786,3.0,1.0,1,1.0
16.0,17.0,2.762905,3.0,1.0,1,1.0
17.0,18.0,2.785281,3.0,1.0,1,1.0
18.0,19.0,2.770731,3.0,1.0,1,1.0
19.0,20.0,2.991142,3.0,1.0,1,1.0
20.0,21.0,2.986282,2.587641,1.0,2,1.0
21.0,22.0,1.963157,2.25,1.0,1,1.0
22.0,23.0,2.774289,2.25,1.0,1,1.0
23.0,24.0,3.084444,2.25,1.0,1,1.0
24.0,25.0,3.291833,2.25,1.0,1,1.0
25.0,26.0,1.087985,2.25,1.0,1,1.0
26.0,27.0,1.097504,2.25,1.0,1,1.0
27.0,28.0,1.096268,2.25,1.0,1,1.0
28.0,29.0,1.095609,2.25,1.0,1,1.0
29.0,30.0,2.001128,2.25,1.0,1,1.0
30.0,31.0,2.964582,2.25,1.0,1,1.0
31.0,32.0,3.052754,2.25,1.0,1,1.0
32.0,33.0,2.821428,2.25,1.0,1,1.0
33.0,34.0,2.948779,2.25,1.0,1,1.0
34.0,35.0,2.849048,3.14332,1.0,2,1.0
35.0,36.0,2.775893,3.625,1.0,1,1.0
36.0,37.0,2.545285,3.625,1.0,1,1.0
37.0,38.0,2.974993,3.625,1.0,1,1.0
38.0,39.0,3.019209,3.625,1.0,1,1.0
39.0,40.0,1.097175,3.625,1.0,1,1.0
40.0,41.0,1.095304,3.625,1.0,1,1.0
41.0,42.0,1.097134,3.625,1.0,1,1.0
42.0,43.0,2.123518,3.625,1.0,1,1.0
43.0,44.0,2.929722,3.625,1.0,1,1.0
44.0,45.0,2.760487,3.625,1.0,1,1.0
45.0,46.0,1.08913,3.625,1.0,1,1.0
46.0,47.0,1.095527,3.625,1.0,1,1.0
47.0,48.0,1.096651,3.625,1.0,1,1.0
48.0,49.0,1.083008,3.625,1.0,1,1.0
49.0,50.0,2.648471,3.625,1.0,1,1.0
50.0,51.0,2.909939,3.625,1.0,1,1.0
51.0,52.0,2.631099,3.625,1.0,1,1.0
52.0,53.0,3.520359,3.625,1.0,1,1.0
53.0,54.0,2.360239,3.069062,1.0,2,1.0
54.0,55.0,2.97142,3.0,1.0,1,1.0
55.0,56.0,2.982117,3.0,1.0,1,1.0
