block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.673251,3.296139,5.0,2,5.0
5.0,10.0,4.385027,4.635639,5.0,2,5.0
10.0,15.0,4.309328,4.75,5.0,1,5.0
15.0,20.0,4.372338,4.264328,5.0,2,5.0
20.0,25.0,4.390093,4.126347,5.0,2,5.0
25.0,30.0,4.323373,4.375,5.0,2,5.0
30.0,35.0,3.933661,4.375,5.0,1,5.0
35.0,40.0,4.332265,4.167944,5.0,3,5.0
40.0,45.0,4.458282,4.625,5.0,1,5.0
45.0,50.0,4.532869,4.601305,5.0,3,5.0
50.0,55.0,4.599575,4.289016,5.0,2,5.0
55.0,60.0,4.389622,3.707125,5.0,2,5.0
60.0,65.0,4.078747,3.125,5.0,1,5.0
65.0,70.0,4.391314,4.173275,5.0,2,5.0
70.0,75.0,4.367929,4.127817,5.0,2,5.0
75.0,80.0,4.389226,4.20815,5.0,2,5.0
80.0,85.0,4.501341,4.625,5.0,1,5.0
85.0,90.0,4.394583,4.470619,5.0,2,5.0
90.0,95.0,4.328461,4.375,5.0,1,5.0
95.0,100.0,4.31891,4.458091,5.0,2,5.0
100.0,105.0,4.185341,3.7455,5.0,2,5.0
105.0,110.0,4.225719,4.173728,5.0,2,5.0
110.0,115.0,4.238833,4.327033,5.0,2,5.0
115.0,120.0,4.264828,4.290033,5.0,2,5.0
120.0,125.0,4.374227,4.348416,5.0,2,5.0
125.0,130.0,4.430313,4.25,5.0,1,5.0
130.0,135.0,4.477785,4.388113,5.0,2,5.0
135.0,140.0,4.589346,4.37195,5.0,2,5.0
140.0,145.0,4.459917,4.159297,5.0,2,5.0
145.0,150.0,4.13573,4.204284,5.0,2,5.0
150.0,155.0,4.213499,4.325342,5.0,2,5.0
155.0,160.0,4.265991,4.357225,5.0,2,5.0
160.0,165.0,4.296038,4.25,5.0,1,5.0
165.0,170.0,4.298301,4.25,5.0,2,5.0
170.0,175.0,4.333624,4.25,5.0,2,5.0
175.0,180.0,4.45131,4.25,5.0,2,5.0
180.0,185.0,4.267104,4.25,5.0,1,5.0
185.0,185.75975,4.267104,4.25,0.75975,1,5.0
