train_id,23
sys_a,sys83aed
sys_b,sysd81da
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys83aed-utta133f0a.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-utta133f0a.wav,9.685
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys83aed-utt99821b8.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt99821b8.wav,9.87
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys83aed-utt17290c9.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt17290c9.wav,4.82
sysd81da-utteb5a917.wav,4.5,/net/db/BVCC/main/DATA/wav/sysd81da-utteb5a917.wav,8.394
sys83aed-uttc34d946.wav,3.5,/net/db/BVCC/main/DATA/wav/sys83aed-uttc34d946.wav,14.68
sysd81da-utte081992.wav,4.875,/net/db/BVCC/main/DATA/wav/sysd81da-utte081992.wav,9.8220625
sys83aed-utt6edc479.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt6edc479.wav,4.365
sysd81da-utt59ce229.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt59ce229.wav,4.7600625
sys83aed-uttbe76fe6.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-uttbe76fe6.wav,13.265
sysd81da-uttbfc74b2.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-uttbfc74b2.wav,8.6261875
sys83aed-utt63e152d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt63e152d.wav,13.97
sysd81da-utt9308033.wav,3.625,/net/db/BVCC/main/DATA/wav/sysd81da-utt9308033.wav,2.3568125
sys83aed-utt94f44ab.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt94f44ab.wav,6.89
sysd81da-utt02a327f.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt02a327f.wav,7.720625
sys83aed-utt1e7f9e1.wav,3.375,/net/db/BVCC/main/DATA/wav/sys83aed-utt1e7f9e1.wav,10.815
sysd81da-utt95fb138.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-utt95fb138.wav,8.4636875
sys83aed-utt3d7906a.wav,2.375,/net/db/BVCC/main/DATA/wav/sys83aed-utt3d7906a.wav,13.155
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys83aed-utt7ca005d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt7ca005d.wav,8.835
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys83aed-utt6efabde.wav,3.25,/net/db/BVCC/main/DATA/wav/sys83aed-utt6efabde.wav,11.41
