train_id,23
sys_a,sys91caa
sys_b,sysd81da
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys91caa-utt69e5086.wav,2.125,/net/db/BVCC/main/DATA/wav/sys91caa-utt69e5086.wav,14.2451875
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys91caa-uttaee7629.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttaee7629.wav,13.230125
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys91caa-utt0ca131c.wav,2.75,/net/db/BVCC/main/DATA/wav/sys91caa-utt0ca131c.wav,6.7550625
sysd81da-utteb5a917.wav,4.5,/net/db/BVCC/main/DATA/wav/sysd81da-utteb5a917.wav,8.394
sys91caa-uttb80b406.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttb80b406.wav,20.4501875
sysd81da-utte081992.wav,4.875,/net/db/BVCC/main/DATA/wav/sysd81da-utte081992.wav,9.8220625
sys91caa-utt9459d46.wav,2.5,/net/db/BVCC/main/DATA/wav/sys91caa-utt9459d46.wav,6.1700625
sysd81da-utt59ce229.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt59ce229.wav,4.7600625
sys91caa-uttfa503fc.wav,2.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttfa503fc.wav,16.250125
sysd81da-uttbfc74b2.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-uttbfc74b2.wav,8.6261875
sys91caa-uttdf00646.wav,3.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttdf00646.wav,18.7601875
sysd81da-utt9308033.wav,3.625,/net/db/BVCC/main/DATA/wav/sysd81da-utt9308033.wav,2.3568125
sys91caa-utt9ed06b2.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-utt9ed06b2.wav,11.3801875
sysd81da-utt02a327f.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt02a327f.wav,7.720625
sys91caa-utt39e1e6c.wav,2.25,/net/db/BVCC/main/DATA/wav/sys91caa-utt39e1e6c.wav,13.900125
sysd81da-utt95fb138.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-utt95fb138.wav,8.4636875
