seconds,mos_pred_concat,mos_target_concat_durw
1.92275,4.444542,4.875
16.167938,2.720312,2.45204
26.020313,3.239888,3.132823
39.250438,3.053496,3.088052
45.852,3.20729,3.183356
52.607063,3.169447,3.127711
57.571625,3.255702,3.224489
78.021813,3.101371,3.165648
84.34475,3.153803,3.265679
90.514813,3.127001,3.213485
97.41825,3.197813,3.304653
113.668375,3.118073,3.207489
118.412375,3.144037,3.249255
137.172562,3.057003,3.300644
142.288062,3.090098,3.348256
153.66825,3.041921,3.322466
159.956375,3.068101,3.363842
173.8565,2.996349,3.274789
180.5045,3.035518,3.329121
