block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,3.638914,4.611995,20.0,4,20.0
20.0,40.0,3.659981,4.418916,20.0,4,20.0
40.0,60.0,3.464821,4.64963,20.0,4,20.0
60.0,80.0,3.622079,4.375,20.0,3,20.0
80.0,100.0,3.630737,4.423089,20.0,5,20.0
100.0,120.0,3.65744,4.222201,20.0,5,20.0
120.0,140.0,3.960262,4.368575,20.0,4,20.0
140.0,160.0,3.695573,4.387544,20.0,3,20.0
160.0,180.0,3.747548,4.416336,20.0,4,20.0
180.0,183.031063,3.909703,4.5,3.031063,1,20.0
