block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.989239,4.375,5.0,1,5.0
5.0,10.0,7.5,4.105627,4.443691,5.0,2,5.0
10.0,15.0,12.5,4.412833,4.625,5.0,1,5.0
15.0,20.0,17.5,4.189268,4.443503,5.0,2,5.0
20.0,25.0,22.5,4.364867,4.181506,5.0,2,5.0
25.0,30.0,27.5,4.44079,4.125,5.0,1,5.0
30.0,35.0,32.5,4.456301,4.847109,5.0,2,5.0
35.0,40.0,37.5,4.4569,4.875,5.0,1,5.0
40.0,45.0,42.5,4.4165,4.262016,5.0,3,5.0
45.0,50.0,47.5,4.400624,4.5,5.0,1,5.0
50.0,55.0,52.5,4.266418,3.997764,5.0,2,5.0
55.0,60.0,57.5,4.0332,3.125,5.0,1,5.0
60.0,65.0,62.5,4.537837,4.443781,5.0,2,5.0
65.0,70.0,67.5,4.50505,4.131231,5.0,2,5.0
70.0,75.0,72.5,4.316996,4.230348,5.0,2,5.0
75.0,80.0,77.5,4.37271,4.470372,5.0,2,5.0
80.0,85.0,82.5,3.942673,4.261828,5.0,2,5.0
85.0,90.0,87.5,3.957381,4.379975,5.0,2,5.0
90.0,95.0,92.5,4.265324,4.390717,5.0,2,5.0
95.0,100.0,97.5,4.426087,4.478491,5.0,2,5.0
100.0,105.0,102.5,4.544838,4.4951,5.0,2,5.0
105.0,110.0,107.5,4.397937,3.954269,5.0,2,5.0
110.0,115.0,112.5,4.153953,4.313241,5.0,2,5.0
115.0,120.0,117.5,4.004966,4.375,5.0,2,5.0
120.0,125.0,122.5,4.556477,4.375,5.0,1,5.0
125.0,130.0,127.5,4.118764,4.375,5.0,3,5.0
130.0,135.0,132.5,4.36718,4.401625,5.0,2,5.0
135.0,140.0,137.5,4.4569,4.875,5.0,1,5.0
140.0,145.0,142.5,4.456592,4.808372,5.0,2,5.0
145.0,150.0,147.5,4.453433,4.125,5.0,1,5.0
150.0,155.0,152.5,4.436684,4.243931,5.0,2,5.0
155.0,160.0,157.5,4.400624,4.5,5.0,1,5.0
160.0,165.0,162.5,4.29334,4.659588,5.0,2,5.0
165.0,170.0,167.5,4.23256,4.75,5.0,1,5.0
170.0,175.0,172.5,4.502432,4.659952,5.0,2,5.0
175.0,180.0,177.5,4.353368,4.35747,5.0,3,5.0
180.0,185.0,182.5,4.145358,3.728538,5.0,2,5.0
185.0,187.187625,186.093813,4.01982,3.25,2.187625,1,5.0
