elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
13.533687,3.163586,3.5
24.348687,3.17456,3.444479
35.36975,3.204622,3.461779
42.25975,3.195558,3.48839
48.486312,3.27902,3.393567
62.456312,3.207782,3.277576
76.274062,3.120299,3.159356
89.539062,3.079731,3.154266
103.691875,3.070041,3.167333
108.056875,3.063689,3.155524
112.737125,3.05971,3.175014
127.417125,3.032779,3.212456
142.694125,3.026411,3.18971
147.514125,3.034748,3.203933
153.227562,3.050297,3.210312
163.097562,3.044126,3.235407
173.942312,3.03744,3.251904
183.627312,3.046694,3.245211
192.775,3.04759,3.257301
