seconds,mos_pred_concat,mos_target_concat_durw
7.093687,4.328306,4.25
11.528688,4.375442,4.25
18.575938,4.367108,4.25
26.47075,4.397401,4.25
33.773438,4.322977,4.277028
39.845438,4.317933,4.272909
42.573813,4.300575,4.25542
48.32075,4.323247,4.254775
53.522,4.326585,4.278606
61.823125,4.333362,4.274765
67.361063,4.327927,4.283006
72.678438,4.329728,4.280591
79.609625,4.326626,4.288811
84.53225,4.316162,4.242875
89.083375,4.31105,4.256011
98.847375,4.327424,4.267765
106.59125,4.33694,4.293718
115.647062,4.343379,4.280506
120.41875,4.339141,4.279298
127.849125,4.319108,4.212212
133.572875,4.326147,4.208475
138.216875,4.330787,4.21827
139.726187,4.330845,4.224013
146.1465,4.330924,4.241629
150.674375,4.336063,4.238124
155.852437,4.327492,4.242672
160.786687,4.326011,4.246733
169.645125,4.324385,4.240376
179.234937,4.315924,4.267643
180.964812,4.316843,4.268669
185.75975,4.28411,4.242375
