block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.935275,2.25,5.0,1,5.0
5.0,10.0,7.5,4.02582,3.399939,5.0,3,5.0
10.0,15.0,12.5,4.024459,3.115258,5.0,3,5.0
15.0,20.0,17.5,3.810101,3.155483,5.0,2,5.0
20.0,25.0,22.5,4.359388,3.447175,5.0,2,5.0
25.0,30.0,27.5,3.822791,2.957455,5.0,2,5.0
30.0,35.0,32.5,3.570525,3.545455,5.0,1,5.0
35.0,40.0,37.5,3.643688,3.353879,5.0,2,5.0
40.0,45.0,42.5,4.054983,3.435111,5.0,2,5.0
45.0,50.0,47.5,4.002664,3.169333,5.0,2,5.0
50.0,55.0,52.5,3.90485,2.666667,5.0,1,5.0
55.0,60.0,57.5,4.219681,3.511467,5.0,2,5.0
60.0,65.0,62.5,4.297026,3.505576,5.0,2,5.0
65.0,70.0,67.5,4.015201,2.650909,5.0,2,5.0
70.0,75.0,72.5,3.839757,3.262182,5.0,2,5.0
75.0,80.0,77.5,4.143986,3.075468,5.0,3,5.0
80.0,85.0,82.5,3.778498,3.079802,5.0,2,5.0
85.0,90.0,87.5,3.63199,3.836571,5.0,2,5.0
90.0,95.0,92.5,3.558522,2.571429,5.0,1,5.0
95.0,100.0,97.5,3.581455,2.60725,5.0,2,5.0
100.0,105.0,102.5,4.233007,3.625,5.0,1,5.0
105.0,110.0,107.5,3.802982,3.467083,5.0,2,5.0
110.0,115.0,112.5,3.917064,3.468333,5.0,2,5.0
115.0,120.0,117.5,3.919725,3.132911,5.0,2,5.0
120.0,125.0,122.5,3.868057,3.177933,5.0,2,5.0
125.0,130.0,127.5,3.5064,2.682489,5.0,2,5.0
130.0,135.0,132.5,3.442992,2.6,5.0,1,5.0
135.0,140.0,137.5,4.126618,3.1796,5.0,2,5.0
140.0,145.0,142.5,4.135989,3.3744,5.0,2,5.0
145.0,150.0,147.5,3.330847,3.1,5.0,1,5.0
150.0,155.0,152.5,4.023551,3.6908,5.0,3,5.0
155.0,160.0,157.5,3.581643,3.285714,5.0,1,5.0
160.0,165.0,162.5,3.584466,3.4,5.0,2,5.0
165.0,170.0,167.5,3.599284,4.0,5.0,1,5.0
170.0,175.0,172.5,3.441267,3.544,5.0,2,5.0
175.0,180.0,177.5,3.137246,2.666667,5.0,1,5.0
180.0,182.94,181.47,3.137246,2.666667,2.94,1,5.0
