elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
11.41,3.11266,3.25
15.86825,3.514402,3.636312
24.70325,3.354815,3.364032
29.50975,3.524622,3.508337
42.66475,3.318922,3.158891
51.128437,3.427486,3.33951
61.943437,3.416399,3.345707
69.664062,3.532904,3.45978
76.554063,3.529899,3.47465
78.910875,3.545511,3.47914
92.880875,3.470657,3.388273
101.507063,3.552174,3.472126
114.772063,3.496044,3.432006
119.532125,3.529298,3.469559
123.897125,3.514098,3.448612
133.719188,3.595126,3.553384
148.399188,3.533597,3.548103
156.793188,3.581926,3.599064
161.613188,3.577137,3.599837
166.071438,3.603055,3.627358
175.941438,3.577648,3.627226
180.747938,3.599446,3.643787
190.432938,3.577035,3.617402
