block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.003838,3.5,5.0,1,5.0
5.0,10.0,2.871736,3.5,5.0,1,5.0
10.0,15.0,2.786815,3.508,5.0,2,5.0
15.0,20.0,3.038406,3.625,5.0,1,5.0
20.0,25.0,2.957653,2.7675,5.0,2,5.0
25.0,30.0,3.145981,2.375,5.0,1,5.0
30.0,35.0,2.908107,2.43,5.0,2,5.0
35.0,40.0,3.47339,3.375,5.0,1,5.0
40.0,45.0,2.976227,3.375,5.0,1,5.0
45.0,50.0,2.998093,3.152,5.0,2,5.0
50.0,55.0,3.542825,3.125,5.0,1,5.0
55.0,60.0,3.074986,3.483125,5.0,2,5.0
60.0,65.0,3.216033,3.5,5.0,1,5.0
65.0,70.0,3.032139,3.39575,5.0,2,5.0
70.0,75.0,2.833934,3.375,5.0,1,5.0
75.0,80.0,3.330434,3.375,5.0,1,5.0
80.0,85.0,2.825438,3.084,5.0,2,5.0
85.0,90.0,2.926647,2.875,5.0,1,5.0
90.0,95.0,2.900443,2.875,5.0,1,5.0
95.0,100.0,2.869955,3.265625,5.0,2,5.0
100.0,105.0,3.105062,3.5,5.0,1,5.0
105.0,110.0,2.997266,3.569375,5.0,2,5.0
110.0,115.0,2.9927,3.625,5.0,1,5.0
115.0,120.0,2.630091,3.3345,5.0,2,5.0
120.0,125.0,2.955504,3.125,5.0,1,5.0
125.0,130.0,3.341488,3.125,5.0,1,5.0
130.0,135.0,2.846708,2.893,5.0,2,5.0
135.0,140.0,2.903713,2.935375,5.0,2,5.0
140.0,145.0,2.792548,3.25,5.0,1,5.0
145.0,150.0,3.46793,3.25,5.0,1,5.0
150.0,155.0,3.244867,3.579625,5.0,2,5.0
155.0,160.0,2.737254,2.93875,5.0,3,5.0
160.0,165.0,2.615325,2.875,5.0,1,5.0
165.0,170.0,3.044957,2.875,5.0,1,5.0
170.0,175.0,3.123744,2.999,5.0,2,5.0
175.0,180.0,3.001521,3.375,5.0,1,5.0
180.0,185.0,3.17766,3.375,5.0,1,5.0
185.0,185.935,2.982577,3.375,0.935,1,5.0
