elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.903437,4.758108,4.5
14.647312,4.597269,4.566086
20.97025,4.583785,4.54616
30.026063,4.504394,4.419139
34.990625,4.547516,4.395141
39.762313,4.521616,4.377723
46.363875,4.538168,4.288344
53.79425,4.475127,4.127656
63.646625,4.485967,4.146595
69.370375,4.489162,4.144813
71.293125,4.489295,4.164506
75.937125,4.492409,4.185023
82.585125,4.492119,4.230503
84.094437,4.488102,4.239827
90.382562,4.478194,4.249231
96.802875,4.482338,4.274154
101.918375,4.482733,4.291764
106.44625,4.486663,4.28467
111.19025,4.486995,4.283191
116.368312,4.494873,4.287276
123.27175,4.509615,4.299189
128.206,4.497253,4.302107
134.528937,4.499852,4.311408
143.387375,4.494759,4.299892
148.351937,4.505252,4.298222
157.94175,4.495804,4.325653
164.543312,4.501504,4.302557
166.273187,4.50041,4.303311
176.125562,4.502913,4.300329
180.9205,4.496954,4.272492
182.84325,4.496924,4.278828
