seconds,mos_pred_concat,mos_target_concat_durw
11.41,3.107402,3.25
15.86825,3.045699,3.636312
24.70325,2.989012,3.364032
29.50975,3.069342,3.508337
42.66475,2.941023,3.158891
51.128437,2.896672,3.33951
61.943437,2.914267,3.345707
69.664062,2.954776,3.45978
76.554063,2.837067,3.47465
78.910875,2.827198,3.47914
92.880875,2.776634,3.388273
101.507063,2.725099,3.472126
114.772063,2.680385,3.432006
119.532125,2.705264,3.469559
123.897125,2.681472,3.448612
133.719188,2.7084,3.553384
148.399188,2.648423,3.548103
156.793188,2.691859,3.599064
161.613188,2.684966,3.599837
166.071438,2.708365,3.627358
175.941438,2.6896,3.627226
180.747938,2.730948,3.643787
190.432938,2.715421,3.617402
