block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,2.671424,3.5,5.0,1,5.0
5.0,10.0,7.5,2.671424,3.5,5.0,1,5.0
10.0,15.0,12.5,2.804183,3.5,5.0,2,5.0
15.0,20.0,17.5,2.831172,3.5,5.0,1,5.0
20.0,25.0,22.5,3.298464,3.970128,5.0,2,5.0
25.0,30.0,27.5,3.576648,4.25,5.0,1,5.0
30.0,35.0,32.5,3.514236,3.608345,5.0,3,5.0
35.0,40.0,37.5,3.034348,3.5,5.0,1,5.0
40.0,45.0,42.5,2.866369,3.1834,5.0,2,5.0
45.0,50.0,47.5,2.769062,3.0,5.0,1,5.0
50.0,55.0,52.5,2.769062,3.0,5.0,1,5.0
55.0,60.0,57.5,2.753055,3.2889,5.0,2,5.0
60.0,65.0,62.5,2.741359,3.5,5.0,1,5.0
65.0,70.0,67.5,2.741359,3.5,5.0,1,5.0
70.0,75.0,72.5,3.365882,4.479945,5.0,2,5.0
75.0,80.0,77.5,4.23595,4.352747,5.0,3,5.0
80.0,85.0,82.5,3.045698,3.375,5.0,1,5.0
85.0,90.0,87.5,3.363991,4.702069,5.0,2,5.0
90.0,95.0,92.5,3.405468,4.875,5.0,1,5.0
95.0,100.0,97.5,3.989738,4.299812,5.0,2,5.0
100.0,105.0,102.5,3.724207,4.369875,5.0,2,5.0
105.0,110.0,107.5,3.78775,4.34578,5.0,2,5.0
110.0,115.0,112.5,3.618013,4.079711,5.0,2,5.0
115.0,120.0,117.5,2.815962,3.961413,5.0,2,5.0
120.0,125.0,122.5,3.619614,3.79107,5.0,2,5.0
125.0,130.0,127.5,3.565201,2.799863,5.0,2,5.0
130.0,135.0,132.5,2.538621,3.0,5.0,1,5.0
135.0,140.0,137.5,2.570206,2.812917,5.0,2,5.0
140.0,145.0,142.5,2.601931,2.625,5.0,1,5.0
145.0,150.0,147.5,2.601931,2.625,5.0,1,5.0
150.0,155.0,152.5,3.468883,4.003758,5.0,2,5.0
155.0,160.0,157.5,3.770625,4.492933,5.0,2,5.0
160.0,165.0,162.5,3.598904,4.375,5.0,1,5.0
165.0,170.0,167.5,3.101048,3.798536,5.0,2,5.0
170.0,175.0,172.5,2.627311,3.25,5.0,1,5.0
175.0,180.0,177.5,2.627311,3.25,5.0,1,5.0
180.0,181.59075,180.795375,2.627311,3.25,1.59075,1,5.0
