block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.868966,3.9,5.0,1,5.0
5.0,10.0,7.5,4.077127,2.872527,5.0,3,5.0
10.0,15.0,12.5,3.915375,3.298785,5.0,3,5.0
15.0,20.0,17.5,3.753843,3.4132,5.0,2,5.0
20.0,25.0,22.5,3.908574,3.447533,5.0,2,5.0
25.0,30.0,27.5,4.060173,3.682152,5.0,2,5.0
30.0,35.0,32.5,3.982202,3.270713,5.0,2,5.0
35.0,40.0,37.5,3.450732,2.769231,5.0,1,5.0
40.0,45.0,42.5,4.041922,3.015385,5.0,2,5.0
45.0,50.0,47.5,3.859541,2.7588,5.0,2,5.0
50.0,55.0,52.5,4.1137,2.389067,5.0,2,5.0
55.0,60.0,57.5,4.17917,2.394583,5.0,2,5.0
60.0,65.0,62.5,3.967351,2.701114,5.0,3,5.0
65.0,70.0,67.5,4.182828,2.828333,5.0,2,5.0
70.0,75.0,72.5,3.951718,2.54631,5.0,4,5.0
75.0,80.0,77.5,3.67631,3.454545,5.0,1,5.0
80.0,85.0,82.5,3.843878,3.656682,5.0,4,5.0
85.0,90.0,87.5,3.980724,2.5,5.0,1,5.0
90.0,95.0,92.5,4.209246,2.9248,5.0,2,5.0
95.0,100.0,97.5,4.215801,2.7734,5.0,2,5.0
100.0,105.0,102.5,4.130186,2.454545,5.0,1,5.0
105.0,110.0,107.5,3.960777,2.804322,5.0,2,5.0
110.0,115.0,112.5,4.094437,3.295385,5.0,2,5.0
115.0,120.0,117.5,3.810744,3.535167,5.0,2,5.0
120.0,125.0,122.5,3.677526,3.19975,5.0,2,5.0
125.0,130.0,127.5,3.883701,2.790636,5.0,2,5.0
130.0,135.0,132.5,4.144307,2.373485,5.0,2,5.0
135.0,140.0,137.5,4.104643,2.980846,5.0,2,5.0
140.0,145.0,142.5,4.143933,3.313846,5.0,2,5.0
145.0,150.0,147.5,4.185972,3.0,5.0,1,5.0
150.0,155.0,152.5,3.993045,2.941636,5.0,2,5.0
155.0,160.0,157.5,3.918325,2.921455,5.0,2,5.0
160.0,165.0,162.5,4.094629,3.028909,5.0,2,5.0
165.0,170.0,167.5,3.820725,3.272727,5.0,1,5.0
170.0,175.0,172.5,4.206931,2.560273,5.0,2,5.0
175.0,180.0,177.5,3.988469,3.0925,5.0,2,5.0
180.0,184.24,182.12,3.709784,3.75,4.24,1,5.0
