block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.683088,3.296139,5.0,2,5.0
5.0,10.0,4.553391,4.635639,5.0,2,5.0
10.0,15.0,4.54803,4.75,5.0,1,5.0
15.0,20.0,4.480639,4.264328,5.0,2,5.0
20.0,25.0,4.461416,4.126347,5.0,2,5.0
25.0,30.0,4.479211,4.375,5.0,2,5.0
30.0,35.0,4.343449,4.375,5.0,1,5.0
35.0,40.0,4.501428,4.167944,5.0,3,5.0
40.0,45.0,4.438433,4.625,5.0,1,5.0
45.0,50.0,4.624547,4.601305,5.0,3,5.0
50.0,55.0,4.752808,4.289016,5.0,2,5.0
55.0,60.0,4.514556,3.707125,5.0,2,5.0
60.0,65.0,4.107409,3.125,5.0,1,5.0
65.0,70.0,4.549622,4.173275,5.0,2,5.0
70.0,75.0,4.525418,4.127817,5.0,2,5.0
75.0,80.0,4.544331,4.20815,5.0,2,5.0
80.0,85.0,4.645682,4.625,5.0,1,5.0
85.0,90.0,4.653848,4.470619,5.0,2,5.0
90.0,95.0,4.658906,4.375,5.0,1,5.0
95.0,100.0,4.530205,4.458091,5.0,2,5.0
100.0,105.0,4.369964,3.7455,5.0,2,5.0
105.0,110.0,4.45409,4.173728,5.0,2,5.0
110.0,115.0,4.508567,4.327033,5.0,2,5.0
115.0,120.0,4.462413,4.290033,5.0,2,5.0
120.0,125.0,4.327433,4.348416,5.0,2,5.0
125.0,130.0,4.443754,4.25,5.0,1,5.0
130.0,135.0,4.385921,4.388113,5.0,2,5.0
135.0,140.0,4.438083,4.37195,5.0,2,5.0
140.0,145.0,4.394414,4.159297,5.0,2,5.0
145.0,150.0,4.38224,4.204284,5.0,2,5.0
150.0,155.0,4.384835,4.325342,5.0,2,5.0
155.0,160.0,4.380082,4.357225,5.0,2,5.0
160.0,165.0,4.545851,4.25,5.0,1,5.0
165.0,170.0,4.494113,4.25,5.0,2,5.0
170.0,175.0,4.471275,4.25,5.0,2,5.0
175.0,180.0,4.495816,4.25,5.0,2,5.0
180.0,185.0,4.301894,4.25,5.0,1,5.0
185.0,185.75975,4.301894,4.25,0.75975,1,5.0
