elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.685,2.981588,3.125
23.930188,2.619149,2.529719
33.800187,2.60655,2.849552
47.030313,2.633494,2.891875
51.850313,2.679052,2.960026
58.605375,2.743504,2.935818
73.285375,2.751213,3.048831
93.735563,2.760847,3.038177
98.100562,2.771264,3.030917
104.270625,2.779951,2.9995
117.535625,2.809658,3.013664
133.78575,2.784577,2.966456
147.75575,2.792872,2.957809
166.515938,2.773492,3.032976
173.405937,2.767464,3.0565
184.786125,2.744234,3.05302
