block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw
0.0,1.0,0.5,4.118879,2.166667
6.0,7.0,6.5,4.030805,2.5
12.0,13.0,12.5,3.838867,2.428571
18.0,19.0,18.5,4.035796,2.357143
29.0,30.0,29.5,3.905133,2.5
34.0,35.0,34.5,4.180429,3.5
41.0,42.0,41.5,4.187471,3.272727
49.0,50.0,49.5,4.156094,2.636364
54.0,55.0,54.5,4.141725,2.444444
56.0,57.0,56.5,4.217068,3.333333
62.0,63.0,62.5,4.224471,2.5
69.0,70.0,69.5,3.895868,2.1
73.0,74.0,73.5,3.556054,2.125
77.0,78.0,77.5,4.134037,2.636364
80.0,81.0,80.5,4.356592,2.363636
85.0,86.0,85.5,4.120605,2.454545
95.0,96.0,95.5,3.957373,3.0
104.0,105.0,104.5,4.446627,2.583333
107.0,108.0,107.5,4.129793,1.875
109.0,110.0,109.5,4.197371,1.888889
113.0,114.0,113.5,4.090024,2.6
115.0,116.0,115.5,4.0994,3.0
120.0,121.0,120.5,4.150511,3.75
122.0,123.0,122.5,3.860425,3.4
127.0,128.0,127.5,4.410566,3.444444
130.0,131.0,130.5,3.940691,2.545455
132.0,133.0,132.5,4.190748,3.125
137.0,138.0,137.5,4.291057,3.0
142.0,143.0,142.5,4.369623,2.333333
150.0,151.0,150.5,3.76957,3.4
153.0,154.0,153.5,4.241896,3.076923
157.0,158.0,157.5,4.093023,2.3
171.0,172.0,171.5,3.937676,2.6
175.0,176.0,175.5,4.097465,2.5
178.0,179.0,178.5,3.758108,3.0
