block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.86133,3.5,5.0,1,5.0
5.0,10.0,3.334534,3.5,5.0,2,5.0
10.0,15.0,3.140934,3.5,5.0,1,5.0
15.0,20.0,2.710625,3.499811,5.0,2,5.0
20.0,25.0,3.360225,3.375,5.0,1,5.0
25.0,30.0,2.861457,3.052941,5.0,2,5.0
30.0,35.0,3.29534,3.0,5.0,1,5.0
35.0,40.0,2.992591,3.0,5.0,1,5.0
40.0,45.0,2.765977,3.502141,5.0,2,5.0
45.0,50.0,2.864793,3.299734,5.0,2,5.0
50.0,55.0,2.675817,3.25,5.0,1,5.0
55.0,60.0,2.88901,3.226992,5.0,2,5.0
60.0,65.0,2.913774,2.625,5.0,1,5.0
65.0,70.0,2.637564,2.625,5.0,1,5.0
70.0,75.0,3.0718,2.659158,5.0,2,5.0
75.0,80.0,3.619986,2.770962,5.0,2,5.0
80.0,85.0,2.750629,3.5,5.0,1,5.0
85.0,90.0,2.563818,3.5,5.0,1,5.0
90.0,95.0,3.565253,3.5,5.0,2,5.0
95.0,100.0,2.786155,3.5,5.0,1,5.0
100.0,105.0,3.262073,3.4415,5.0,2,5.0
105.0,110.0,2.769067,3.0,5.0,1,5.0
110.0,115.0,2.781921,3.052055,5.0,2,5.0
115.0,120.0,3.535388,3.125,5.0,1,5.0
120.0,125.0,3.032545,3.072528,5.0,2,5.0
125.0,130.0,2.560586,2.875,5.0,1,5.0
130.0,135.0,2.999927,2.875,5.0,1,5.0
135.0,140.0,2.890785,2.875,5.0,1,5.0
140.0,145.0,3.105648,2.623005,5.0,2,5.0
145.0,150.0,3.32997,2.5,5.0,1,5.0
150.0,155.0,2.980726,2.871306,5.0,2,5.0
155.0,160.0,2.682853,4.0,5.0,1,5.0
160.0,165.0,3.231045,3.896225,5.0,2,5.0
165.0,170.0,2.766655,3.0,5.0,1,5.0
170.0,175.0,2.935296,3.0,5.0,1,5.0
175.0,180.0,3.235421,2.887795,5.0,2,5.0
180.0,185.0,2.580412,2.625,5.0,1,5.0
185.0,188.691688,3.417792,2.625,3.691687,1,5.0
